target_acc,asm_acc
PDT001349641.1,GCA_023928145.1
PDT001343604.1,GCA_023964715.1
PDT001342239.1,GCA_023904675.1
PDT002098977.1,GCA_037002585.1
PDT001514312.1,GCA_026623305.1
PDT001337220.1,GCA_023717625.1
PDT001677738.1,
PDT001471636.1,GCA_025921745.1
PDT002122277.1,
PDT001816241.1,GCA_032529085.1
PDT001794580.1,GCA_031409035.1
PDT001414087.1,GCA_025132295.1
PDT001413340.1,GCA_025107985.1
PDT001413959.1,GCA_025127675.1
PDT002081870.2,GCA_036664335.1
PDT001577943.1,GCA_027857325.1
PDT001577930.1,GCA_027857055.1
PDT001612800.1,GCA_028595885.1
PDT002075493.1,GCA_036530915.1
PDT001852577.1,GCA_030742115.1
PDT001898021.1,GCA_031849895.1
PDT001898032.1,GCA_031850115.1
PDT001897941.1,GCA_031848295.1
PDT001877364.1,GCA_031204455.1
PDT001877443.1,GCA_031207485.1
PDT001877419.1,GCA_031206785.1
PDT001792804.1,GCA_030367875.1
PDT001991844.1,GCA_033798185.1
PDT001894124.1,GCA_031822715.1
PDT002320025.1,
PDT002320054.1,
PDT002014250.1,GCA_034045455.1
PDT002043228.1,
PDT002043291.1,GCA_034838755.1
PDT001660210.1,GCA_029167145.1
PDT002387659.1,
PDT000972550.1,GCA_016923415.1
PDT001211425.1,
PDT002266699.1,GCA_040886045.1
PDT000756440.1,
PDT000173054.1,GCA_900146795.1
PDT000174724.1,GCA_900144155.1
PDT002042899.1,GCA_034812205.1
PDT000424228.1,GCA_021710895.1
PDT000442559.1,
PDT001339966.1,
PDT001193108.1,
PDT000880295.1,
PDT001193092.1,
PDT000768301.1,GCA_021678175.1
PDT001359709.1,GCA_024272245.1
PDT001474955.1,
PDT001492955.1,GCA_026359135.1
PDT002028937.1,GCA_963449755.1
PDT002027367.1,GCA_963427155.1
PDT002023072.1,GCA_963431385.1
PDT002023676.1,GCA_963435425.1
PDT002027531.1,GCA_963439715.1
PDT002030233.1,GCA_963443245.1
PDT002023133.1,GCA_963445805.1
PDT002021428.1,GCA_963437665.1
PDT002030152.1,GCA_963438565.1
PDT002027117.1,GCA_963432115.1
PDT000045349.1,GCA_000794505.1
PDT002164128.1,
PDT002164304.1,
PDT000045098.1,GCA_000789495.1
PDT002164334.1,
PDT002164220.1,
PDT002043191.1,
PDT002333059.1,
PDT000045153.1,GCA_000790605.1
PDT000045361.1,GCA_000794745.1
PDT002164423.1,
PDT002164272.1,
PDT001170217.3,GCA_021644725.3
PDT002186564.1,GCA_040055695.1
PDT001942621.2,GCA_032804305.2
PDT002181259.1,GCA_039910935.1
PDT001207464.4,
PDT001221558.1,GCA_021590925.1
PDT001278720.1,GCA_022915895.1
PDT001164013.3,GCA_021642805.3
PDT001228302.1,GCA_021513415.1
PDT000482921.1,GCA_004370705.1
PDT000483019.1,GCA_004372675.1
PDT000424952.1,GCA_003968155.1
PDT000923495.1,GCA_016343585.1
PDT000906852.1,GCA_015764245.1
PDT000915634.1,GCA_016010695.1
PDT001337260.1,GCA_023806345.1
PDT001994095.1,GCA_033891585.1
PDT002081904.2,GCA_036665015.1
PDT000923373.1,GCA_016340485.1
PDT001994023.1,GCA_033871795.1
PDT001346626.1,
PDT000795054.1,GCA_013433635.1
PDT000801618.1,GCA_013912515.1
PDT000771365.1,
PDT000045128.1,GCA_000790105.1
PDT001072864.1,GCA_018920605.1
PDT000599581.1,GCA_008802595.1
PDT000771061.1,GCA_021674795.1
PDT000771058.1,GCA_021674875.1
PDT001958422.1,GCA_033089535.1
PDT002014324.1,GCA_034046935.1
PDT001286352.1,GCA_022987885.1
PDT002265942.1,
PDT001348430.1,GCA_024007935.1
PDT001339042.1,GCA_024004335.1
PDT001141380.1,GCA_020179995.1
PDT002235098.1,GCA_040407695.1
PDT001211784.1,
PDT002165125.1,
PDT001346306.1,GCA_023934605.1
PDT001344366.1,GCA_023943675.1
PDT001269098.1,
PDT001087555.1,GCA_021658555.1
PDT001695850.1,GCA_029839825.1
PDT000749064.1,GCA_013169245.1
PDT001451078.1,GCA_025660985.1
PDT001414094.1,GCA_025132435.1
PDT001413886.1,GCA_025125955.1
PDT002054282.1,
PDT002146177.1,GCA_038438445.1
PDT001730347.1,GCA_029987975.1
PDT001897938.1,GCA_031848235.1
PDT001898073.1,GCA_031850935.1
PDT001407854.1,GCA_024803805.1
PDT001894106.1,GCA_031734435.1
PDT002071182.1,GCA_036330305.1
PDT002035270.1,GCA_034486665.1
PDT002331261.1,GCA_041355675.1
PDT001849351.1,GCA_030712205.1
PDT002319878.1,
PDT002319930.1,
PDT001966777.1,GCA_033232085.1
PDT001984120.1,GCA_033656705.1
PDT002299671.1,GCA_041061945.1
PDT001343629.1,GCA_023964415.1
PDT002088925.1,GCA_036880245.1
PDT002264617.1,
PDT002387658.1,
PDT002243888.1,
PDT002280957.1,
PDT002280850.1,
PDT002276222.1,
PDT002276245.1,
PDT002265873.1,
PDT000754210.1,GCA_021684875.1
PDT000753998.1,GCA_021692815.1
PDT000174756.1,GCA_900144425.1
PDT000173074.1,GCA_900146965.1
PDT000771283.1,GCA_021672635.1
PDT000202012.2,
PDT000442615.1,
PDT000441920.1,
PDT001200564.1,
PDT000746898.1,
PDT000883203.1,
PDT000920383.1,
PDT000768289.1,GCA_021678535.1
PDT000754125.1,GCA_021687035.1
PDT001388221.1,GCA_025005725.1
PDT001269133.1,
PDT001371366.1,GCA_024481045.1
PDT001505201.1,GCA_026534195.1
PDT001346525.1,GCA_023919345.1
PDT001100335.1,GCA_019430035.1
PDT002028852.1,GCA_963442965.1
PDT002027343.1,GCA_963435955.1
PDT002021363.1,GCA_963444435.1
PDT002022972.1,GCA_963454385.1
PDT002027069.1,GCA_963429525.1
PDT002026913.1,GCA_963449515.1
PDT002021089.1,GCA_963452535.1
PDT000045245.1,GCA_000792425.1
PDT000045312.1,GCA_000793785.1
PDT002164288.1,
PDT000045264.1,GCA_000792825.1
PDT002164211.1,
PDT002164257.1,
PDT002014315.1,GCA_034046815.1
PDT001306261.1,GCA_023347635.1
PDT002164274.1,
PDT001844773.2,GCA_031840495.2
PDT001226501.4,
PDT001480854.3,GCA_026059775.3
PDT001226256.1,
PDT001344072.1,GCA_023950585.1
PDT002141199.1,GCA_038409515.1
PDT000797923.4,
PDT002320126.1,
PDT000096285.1,GCA_001449605.1
PDT000483005.1,GCA_004372395.1
PDT000239137.1,GCA_002285195.1
PDT000768079.1,GCA_021679655.1
PDT000768018.1,GCA_021680815.1
PDT001997065.1,GCA_033938485.1
PDT001994309.1,GCA_033887545.1
PDT001993908.1,GCA_033873835.1
PDT000904185.1,GCA_015738975.1
PDT001993951.1,GCA_033873315.1
PDT001344364.1,GCA_023943635.1
PDT001994531.1,GCA_033883095.1
PDT000672303.1,GCA_021708435.1
PDT000673554.1,GCA_021706775.1
PDT001211892.1,
PDT002066792.1,GCA_036232455.1
PDT001348439.1,GCA_024007855.1
PDT000797659.1,GCA_013619405.1
PDT001484063.1,GCA_026126835.1
PDT001484057.1,GCA_026126695.1
PDT001113335.1,GCA_019686935.1
PDT001567164.1,GCA_027583445.1
PDT001378516.1,GCA_024519995.1
PDT001210150.1,GCA_021598385.1
PDT001210278.1,GCA_021595405.1
PDT001210217.1,GCA_021596885.1
PDT001210094.1,GCA_021599745.1
PDT000768486.2,
PDT001251595.1,GCA_022341065.1
PDT001348488.1,GCA_024001125.1
PDT001342227.1,GCA_023993075.1
PDT001141419.1,GCA_020180775.1
PDT001141377.1,GCA_020179945.1
PDT000292993.1,GCA_002968515.1
PDT001263747.1,GCA_022551885.1
PDT001388922.1,
PDT001343755.1,GCA_023961735.1
PDT001344398.1,GCA_023942775.1
PDT001344016.1,GCA_023951695.1
PDT000619032.1,GCA_021708775.1
PDT001210209.1,GCA_021597125.1
PDT001413847.1,GCA_025125175.1
PDT001413809.1,GCA_025124415.1
PDT001413295.1,GCA_025106305.1
PDT001413808.1,GCA_025124395.1
PDT001729015.1,GCA_029961625.1
PDT001465231.1,GCA_025799565.1
PDT001462633.1,GCA_025780545.1
PDT001727389.1,GCA_029954995.1
PDT001514301.1,GCA_026623075.1
PDT002273861.1,GCA_040901355.1
PDT001612778.1,GCA_028595435.1
PDT001852549.1,GCA_030739055.1
PDT001730354.1,GCA_029988225.1
PDT001736397.1,GCA_030015875.1
PDT002199707.1,GCA_040112115.1
PDT001925363.1,GCA_032469075.1
PDT002055260.1,GCA_035727655.1
PDT002014305.1,GCA_034046675.1
PDT001238260.1,GCA_021891695.1
PDT002208519.1,GCA_040187105.1
PDT002320734.1,
PDT002155820.1,GCA_039413215.1
PDT001226237.4,
PDT002264605.1,
PDT002265997.1,
PDT002265924.1,
PDT002143853.1,
PDT000172916.1,GCA_900145605.1
PDT000174749.1,GCA_900144345.1
PDT000202805.2,
PDT001339890.1,GCA_023995035.1
PDT001339885.1,GCA_023995075.1
PDT001200921.1,GCA_021603485.1
PDT002042614.1,GCA_034818065.1
PDT000441914.1,
PDT000441896.1,
PDT000759647.1,
PDT000771329.1,
PDT000887307.1,
PDT000944445.1,
PDT000944451.1,
PDT000769075.1,GCA_021677375.1
PDT000769084.1,GCA_021676855.1
PDT001677652.1,
PDT001726125.1,
PDT001894162.1,GCA_031824195.1
PDT001737605.1,GCA_950100295.1
PDT002023386.1,GCA_963445485.1
PDT002021110.1,GCA_963427455.1
PDT002026993.1,GCA_963452425.1
PDT002022390.1,GCA_963433625.1
PDT002021357.1,GCA_963439045.1
PDT002021433.1,GCA_963440755.1
PDT002021389.1,GCA_963444095.1
PDT002027572.1,GCA_963439645.1
PDT000045321.1,GCA_000793955.1
PDT002164159.1,
PDT002164209.1,
PDT000045449.1,GCA_000796525.1
PDT002164419.1,
PDT000045288.1,GCA_000793295.1
PDT002164385.1,
PDT000526998.1,GCA_006364795.1
PDT000392098.1,GCA_003633395.1
PDT000391998.1,GCA_003631355.1
PDT002164280.1,
PDT002164328.1,
PDT000045126.1,GCA_000790065.1
PDT002164222.1,
PDT001617437.1,GCA_028672525.1
PDT001670082.3,GCA_029423715.3
PDT001178254.3,GCA_021614315.3
PDT002317167.1,GCA_041268605.1
PDT001207533.4,
PDT002145696.1,GCA_038447035.1
PDT001994378.1,GCA_033886145.1
PDT001997768.1,GCA_033924645.1
PDT001690794.3,GCA_029815295.3
PDT001672356.1,GCA_029500235.1
PDT001087787.1,GCA_021651255.1
PDT000243185.1,GCA_002330045.1
PDT000230500.1,GCA_002237425.1
PDT000768088.1,GCA_021679495.1
PDT001997820.1,GCA_033923625.1
PDT000915655.1,GCA_016011115.1
PDT001993925.1,GCA_033873575.1
PDT001203218.4,
PDT000977677.1,GCA_017153555.1
PDT000417779.1,GCA_003940625.1
PDT002245657.1,
PDT001346496.1,GCA_023949255.1
PDT001344491.1,GCA_023940065.1
PDT001348651.1,GCA_024825955.1
PDT000540465.1,GCA_006704445.1
PDT000686225.1,GCA_010609405.1
PDT000686199.1,GCA_010608575.1
PDT000686170.1,GCA_010607725.1
PDT000686204.1,GCA_010608735.1
PDT002035627.1,GCA_034483925.1
PDT000411626.1,GCA_003835295.1
PDT000411761.1,GCA_003838605.1
PDT000411601.1,GCA_003834805.1
PDT001348643.2,GCA_024851045.1
PDT002042755.1,GCA_034835635.1
PDT001113474.1,GCA_019691115.1
PDT001577293.1,GCA_027855415.1
PDT001286259.1,GCA_023079395.1
PDT001087689.1,GCA_021653235.1
PDT001346118.1,GCA_023921005.1
PDT000906864.1,GCA_015764505.1
PDT002036659.1,GCA_034438575.1
PDT001337247.1,GCA_023756855.1
PDT001677032.1,
PDT001695866.1,GCA_029844045.1
PDT001413260.1,GCA_025105525.1
PDT001991829.1,GCA_033797885.1
PDT001984067.1,
PDT001726115.1,GCA_029954555.1
PDT002249295.1,GCA_040658895.1
PDT001994477.1,GCA_033884225.1
PDT001820277.1,GCA_030489625.1
PDT002075502.1,GCA_036531355.1
PDT001736387.1,GCA_030015665.1
PDT001897967.1,GCA_031848815.1
PDT002035273.1,GCA_034485965.1
PDT001877431.1,GCA_031207035.1
PDT001991810.1,GCA_033797535.1
PDT002055326.1,GCA_035728965.1
PDT002319825.1,
PDT002319980.1,
PDT002299640.1,GCA_041060835.1
PDT002182531.1,GCA_039908025.1
PDT002344721.1,
PDT002336466.1,
PDT002384004.1,
PDT002276231.1,
PDT002100336.1,
PDT000174764.1,GCA_900148125.1
PDT000358842.1,GCA_900455405.1
PDT000202097.2,
PDT000755723.1,
PDT000076763.1,GCA_001181865.1
PDT002042734.1,GCA_034815605.1
PDT000424273.1,GCA_021710175.1
PDT000441919.1,
PDT001194062.1,
PDT001193920.1,
PDT001193140.1,
PDT001194064.1,
PDT000887274.1,
PDT001505082.1,GCA_026533475.1
PDT002022351.1,GCA_963437215.1
PDT002028863.1,GCA_963450035.1
PDT002023719.1,GCA_963427555.1
PDT002023046.1,GCA_963429175.1
PDT002023130.1,GCA_963450175.1
PDT002023099.1,GCA_963435875.1
PDT002021494.1,GCA_963446905.1
PDT002023217.1,GCA_963436135.1
PDT002164173.1,
PDT002043205.1,
PDT002043223.1,
PDT000392100.1,GCA_003633435.1
PDT000045341.1,GCA_000794365.1
PDT002164335.1,
PDT002164422.1,
PDT001207528.4,
PDT001203135.4,
PDT002320640.1,
PDT001253155.3,GCA_022362615.3
PDT000939136.3,GCA_021665495.2
PDT002363448.1,GCA_041760235.1
PDT001226283.4,
PDT001132277.1,GCA_021645185.1
PDT000106599.1,GCA_001555415.1
PDT000311292.1,GCA_003073795.1
PDT000483024.1,GCA_004372775.1
PDT000432690.1,GCA_024803245.1
PDT001343627.1,GCA_023964435.1
PDT001993766.1,GCA_033893725.1
PDT001993984.1,GCA_033871375.1
PDT000915843.1,GCA_016091215.1
PDT001997098.1,GCA_033937825.1
PDT002320653.1,
PDT000768520.2,
PDT001346515.1,GCA_023935645.1
PDT001087720.1,GCA_021652655.1
PDT000540492.1,GCA_006704985.1
PDT001285193.1,GCA_022870545.1
PDT000411604.1,GCA_003834865.1
PDT000750274.1,GCA_021705535.1
PDT001717653.1,GCA_029916825.1
PDT001222177.1,GCA_021584855.1
PDT000868622.3,GCA_021667095.3
PDT001113466.1,GCA_019690955.1
PDT001210162.1,GCA_021598125.1
PDT000972551.1,GCA_016923435.1
PDT001251609.1,GCA_022342565.1
PDT001338981.1,GCA_024005655.1
PDT001141396.1,GCA_020180315.1
PDT001163772.1,GCA_020640215.1
PDT001345866.1,GCA_023938645.1
PDT001346336.1,GCA_023918685.1
PDT001346047.1,GCA_023936185.1
PDT001207611.4,
PDT001349630.1,GCA_023927915.1
PDT001344037.1,GCA_023951315.1
PDT001952758.1,GCA_032941915.1
PDT001337216.1,GCA_023717125.1
PDT001471559.1,GCA_025922605.1
PDT001471574.1,GCA_025922505.1
PDT001413320.1,GCA_025107345.1
PDT001413758.1,GCA_025123395.1
PDT001413972.1,GCA_025129575.1
PDT001729011.1,GCA_029961545.1
PDT002081872.2,GCA_036664375.1
PDT001611703.1,GCA_028568485.1
PDT002066821.1,GCA_036233215.1
PDT002146173.1,GCA_038438365.1
PDT001981704.1,GCA_033542035.1
PDT001736390.1,GCA_030015725.1
PDT002035262.1,GCA_034486145.1
PDT002035302.1,GCA_034485525.1
PDT002035294.1,GCA_034485645.1
PDT002055309.1,GCA_035728625.1
PDT002320163.1,
PDT002319862.1,
PDT002014289.1,GCA_034046275.1
PDT002208544.1,GCA_040187595.1
PDT002383938.1,
PDT002265893.1,
PDT002265891.1,
PDT000774825.1,GCA_021670215.1
PDT000771076.1,GCA_021674495.1
PDT000769103.1,
PDT000441904.1,
PDT000767974.1,
PDT001505153.1,GCA_026532955.1
PDT001492943.1,GCA_026359295.1
PDT001608804.1,GCA_949073865.1
PDT001737598.1,GCA_950100055.1
PDT002023561.1,GCA_963442755.1
PDT002021244.1,GCA_963447495.1
PDT002021425.1,GCA_963438405.1
PDT002027047.1,GCA_963450965.1
PDT002027096.1,GCA_963453095.1
PDT000045473.1,GCA_000797005.1
PDT000045204.1,GCA_000791625.1
PDT000045156.1,GCA_000790645.1
PDT000045458.1,GCA_000796705.1
PDT002164202.1,
PDT002164115.1,
PDT002164225.1,
PDT000045272.1,GCA_000792975.1
PDT001203067.4,
PDT001145882.5,GCA_021644345.4
PDT000985228.3,GCA_021665115.3
PDT001203178.4,
PDT000985263.3,GCA_021664975.3
PDT001207699.4,
PDT001615335.3,GCA_028638125.3
PDT000096384.1,GCA_001451565.1
PDT000096502.1,GCA_001453945.1
PDT001615399.1,GCA_028609185.1
PDT001997051.1,GCA_033938745.1
PDT000977672.1,GCA_017152805.1
PDT000915653.1,GCA_016011075.1
PDT001997282.1,GCA_033934265.1
PDT001997573.1,GCA_033928465.1
PDT000672314.1,GCA_021708255.1
PDT001406397.1,GCA_024835895.1
PDT001388334.1,GCA_025003905.1
PDT000673521.1,GCA_021707135.1
PDT000767836.1,GCA_021681475.1
PDT000896269.1,GCA_015627075.1
PDT000795124.1,GCA_013435025.1
PDT000411578.1,GCA_003834355.1
PDT001135029.1,GCA_020072145.1
PDT001363384.1,
PDT001211700.1,
PDT001210090.1,GCA_021599825.1
PDT001210280.1,GCA_021595425.1
PDT000992427.2,GCA_017592115.1
PDT001615432.1,GCA_028610125.1
PDT001339006.1,GCA_024005035.1
PDT001346226.1,GCA_023919465.1
PDT001682408.1,GCA_029603955.1
PDT001676046.1,GCA_029520535.1
PDT001344079.1,GCA_023950455.1
PDT001471604.1,GCA_025921285.1
PDT002036988.1,GCA_034574635.1
PDT001726202.1,GCA_033691595.1
PDT001277647.1,GCA_022807835.1
PDT001346430.1,GCA_023936725.1
PDT001413730.1,GCA_025122835.1
PDT002249256.1,GCA_040658115.1
PDT001577327.1,GCA_027856135.1
PDT002066809.1,GCA_036232845.1
PDT001940634.1,GCA_032750055.1
PDT001877378.1,GCA_031205615.1
PDT002189247.1,GCA_040063975.1
PDT002043255.1,
PDT000754149.1,GCA_021686295.1
PDT000754248.1,GCA_021684055.1
PDT000754113.1,GCA_021687235.1
PDT000172877.1,GCA_900145265.1
PDT002042605.1,GCA_034818275.1
PDT000442573.1,
PDT000441917.1,
PDT000633171.1,
PDT001113432.1,GCA_019690275.1
PDT000880304.1,
PDT001193676.1,
PDT001193153.1,
PDT001210749.1,
PDT001210883.1,
PDT001505081.1,GCA_026535135.1
PDT002023208.1,GCA_963440055.1
PDT002022938.1,GCA_963440255.1
PDT002023694.1,GCA_963446745.1
PDT002027104.1,GCA_963431125.1
PDT002027544.1,GCA_963445685.1
PDT002027329.1,GCA_963451165.1
PDT002023237.1,GCA_963436825.1
PDT002028870.1,GCA_963438215.1
PDT002021424.1,GCA_963440525.1
PDT002030301.1,GCA_963429335.1
PDT002164346.1,
PDT002164350.1,
PDT002164146.1,
PDT002164104.1,
PDT002164379.1,
PDT002164223.1,
PDT000045340.1,GCA_000794335.1
PDT002164374.1,
PDT000733223.1,GCA_025073155.1
PDT001826045.1,GCA_032390135.1
PDT001965194.1,GCA_021661475.3
PDT001226306.4,
PDT001207555.4,
PDT001226366.4,
PDT001019435.1,GCA_021661995.1
PDT001207587.4,
PDT001670083.3,GCA_029421795.3
PDT000774847.1,GCA_021669955.1
PDT000348232.1,GCA_900455565.1
PDT000424992.1,GCA_003969265.1
PDT001226155.4,
PDT000923384.1,GCA_016340705.1
PDT001997061.1,GCA_033938605.1
PDT001994261.1,GCA_033888385.1
PDT001997370.1,GCA_033932545.1
PDT001994141.1,GCA_033890785.1
PDT001997524.1,GCA_033929485.1
PDT000923438.1,GCA_016341785.1
PDT001346535.1,GCA_023919285.1
PDT001087595.1,GCA_021657715.1
PDT001087612.1,GCA_021657375.1
PDT000673505.1,GCA_021707355.1
PDT001462635.1,GCA_025780585.1
PDT001000768.1,GCA_017742195.1
PDT001443632.1,GCA_025603705.1
PDT000797670.1,GCA_013619575.1
PDT001127734.1,GCA_019909425.1
PDT001211694.1,GCA_021592905.1
PDT001210166.1,GCA_021598045.1
PDT001009333.1,GCA_018027515.1
PDT001286334.1,GCA_022988565.1
PDT001286448.1,
PDT001343839.1,GCA_023959715.1
PDT001186439.1,GCA_020990485.1
PDT001228847.1,GCA_021538635.1
PDT001682478.1,GCA_029605365.1
PDT001682447.1,GCA_029604735.1
PDT001349712.1,GCA_023929585.1
PDT001344300.1,GCA_023945535.1
PDT001337239.1,GCA_023718025.1
PDT001337251.1,GCA_023806145.1
PDT001593710.1,
PDT001413231.1,GCA_025104945.1
PDT001413733.1,GCA_025122895.1
PDT001414003.1,GCA_025130195.1
PDT002081876.2,GCA_036664455.1
PDT001462652.1,GCA_025780905.1
PDT001726112.1,GCA_029954495.1
PDT000754089.1,GCA_021687995.1
PDT001750710.1,GCA_030056295.1
PDT001991845.1,GCA_033798205.1
PDT002331218.1,GCA_041353455.1
PDT001823070.1,GCA_030505595.1
PDT002081913.2,GCA_036665195.1
PDT001991847.1,GCA_033798245.1
PDT002043246.1,
PDT002336461.1,
PDT000610929.1,GCA_900106175.1
PDT000441967.1,
PDT000759770.1,
PDT000045158.1,GCA_000790705.1
PDT000883515.1,
PDT000880223.1,
PDT000887346.1,
PDT001191835.2,
PDT001505159.1,GCA_026534515.1
PDT002021104.1,GCA_963438845.1
PDT002021138.1,GCA_963436525.1
PDT000045421.1,GCA_000795955.1
PDT002164353.1,
PDT000045453.1,GCA_000796605.1
PDT002164410.1,
PDT000045487.1,GCA_000797285.1
PDT000045354.1,GCA_000794625.1
PDT002164248.1,
PDT002164406.1,
PDT002164316.1,
PDT002164121.1,
PDT000756231.1,
PDT001616941.3,GCA_028662895.3
PDT001191577.2,
PDT001281102.3,GCA_022871925.3
PDT001758272.2,GCA_033059615.2
PDT001187829.3,GCA_021614295.3
PDT001378133.3,GCA_024575875.3
PDT001998810.1,GCA_033904285.1
PDT001992358.1,GCA_033866035.1
PDT000400246.1,GCA_003698365.1
PDT000396001.1,GCA_003670055.1
PDT001994287.1,GCA_033887885.1
PDT000915610.1,GCA_016010215.1
PDT001993795.1,GCA_033893165.1
PDT001997800.1,GCA_033923985.1
PDT001994398.1,GCA_033885765.1
PDT001993717.1,GCA_033894665.1
PDT000923325.1,GCA_016339525.1
PDT001993864.1,GCA_033874455.1
PDT001993853.1,GCA_033872295.1
PDT001087631.1,GCA_021656935.1
PDT001958518.1,GCA_033091795.1
PDT001828698.1,GCA_030541805.1
PDT000797696.1,GCA_013620125.1
PDT001348416.1,GCA_024004135.1
PDT000801637.1,GCA_013912925.1
PDT001221909.1,GCA_021590405.1
PDT001682474.1,GCA_029605285.1
PDT001113352.1,GCA_019687265.1
PDT001113388.1,GCA_019687995.1
PDT001211719.1,
PDT001615397.1,GCA_028609145.1
PDT001349726.1,GCA_023930125.1
PDT001344036.1,GCA_023951375.1
PDT001567181.1,GCA_027583795.1
PDT001593528.1,
PDT001451118.1,GCA_025661775.1
PDT001599122.1,GCA_028331455.1
PDT001414029.1,GCA_025130715.1
PDT001414096.1,GCA_025132475.1
PDT001991853.1,GCA_033798365.1
PDT001991813.1,GCA_033797595.1
PDT001991824.1,GCA_033797785.1
PDT001726106.1,GCA_029954355.1
PDT001611758.1,GCA_028569575.1
PDT000923197.1,
PDT001877404.1,GCA_031206495.1
PDT001877356.1,GCA_031204015.1
PDT002069476.1,GCA_036315865.1
PDT001925405.1,GCA_032470135.1
PDT002081941.2,GCA_036665755.1
PDT002319915.1,
PDT002043234.1,
PDT002014312.1,GCA_034046755.1
PDT002299694.1,GCA_041062405.1
PDT002076249.1,GCA_036541665.1
PDT002098904.1,GCA_037001125.1
PDT001808911.1,GCA_030398345.1
PDT002336456.1,
PDT002280810.1,
PDT001197967.1,GCA_021060785.1
PDT000915595.1,GCA_016009915.1
PDT000754081.1,GCA_021688175.1
PDT000754152.1,GCA_021686255.1
PDT002042802.1,GCA_034814165.1
PDT002042815.1,GCA_034813945.1
PDT002042969.1,GCA_034810805.1
PDT000441908.1,
PDT001194056.1,
PDT000880478.1,
PDT001194640.1,
PDT000887791.1,
PDT000595633.1,GCA_902203905.1
PDT001200672.1,
PDT001012925.1,GCA_021662855.1
PDT001505176.1,GCA_026532335.1
PDT001344023.1,GCA_023951575.1
PDT002022921.1,GCA_963440845.1
PDT002030062.1,GCA_963435735.1
PDT002021189.1,GCA_963441035.1
PDT000045234.1,GCA_000792225.1
PDT002164383.1,
PDT000045194.1,GCA_000791425.1
PDT002164171.1,
PDT002014327.1,GCA_034047015.1
PDT000045328.1,GCA_000794095.1
PDT002164117.1,
PDT001573124.4,GCA_031388465.2
PDT000797954.4,
PDT001953393.1,GCA_033040155.1
PDT002113726.1,GCA_037209095.1
PDT001106485.1,GCA_021645605.1
PDT001484622.1,GCA_026170375.1
PDT002390292.1,GCA_042158915.1
PDT001207440.4,
PDT001226052.4,
PDT001207527.4,
PDT001966764.1,GCA_021660855.2
PDT000928579.1,GCA_016456225.1
PDT000096408.1,GCA_001452055.1
PDT000152714.2,
PDT000429919.1,GCA_003974315.1
PDT001726212.1,GCA_033691375.1
PDT001994026.1,GCA_033871255.1
PDT001994184.1,GCA_033889925.1
PDT001993686.1,GCA_033895265.1
PDT001413949.1,GCA_025127475.1
PDT000915632.1,GCA_016010655.1
PDT001997730.1,GCA_033925345.1
PDT000923306.1,GCA_016339145.1
PDT001993878.1,GCA_033872995.1
PDT001993780.1,GCA_033893485.1
PDT001993770.1,GCA_033893685.1
PDT000977673.1,GCA_017152875.1
PDT000768534.2,
PDT001347121.1,GCA_023912375.1
PDT001211899.1,GCA_021591605.1
PDT000686155.1,GCA_010605295.1
PDT000866108.1,GCA_021668775.1
PDT001484069.1,GCA_026126935.1
PDT001760693.1,GCA_030122035.1
PDT000972532.1,GCA_016923045.1
PDT001455006.1,GCA_025697385.1
PDT001682443.1,GCA_029604665.1
PDT001682450.1,GCA_029604805.1
PDT001163761.1,GCA_020639995.1
PDT001695839.1,GCA_029837815.1
PDT001413931.1,GCA_025126855.1
PDT001226075.4,
PDT001551414.1,GCA_027495335.1
PDT002075471.1,GCA_036529515.1
PDT002146194.1,GCA_038438785.1
PDT001773118.1,GCA_030227385.1
PDT001877517.1,GCA_031211485.1
PDT001897987.1,GCA_031849215.1
PDT000186205.1,GCA_001990345.1
PDT001877406.1,GCA_031206525.1
PDT001877366.1,GCA_031205085.1
PDT001877362.1,GCA_031204255.1
PDT001877384.1,GCA_031205885.1
PDT001877375.1,GCA_031205455.1
PDT002117589.1,GCA_037287405.1
PDT001984092.1,GCA_033655485.1
PDT002043197.1,
PDT002098323.1,
PDT002320662.1,
PDT002387566.1,
PDT001286219.1,GCA_022985375.1
PDT002042689.1,GCA_034816465.1
PDT000880062.1,
PDT001491519.1,
PDT000202678.2,
PDT001013350.1,GCA_021662435.1
PDT001388353.1,GCA_025003585.1
PDT001371397.1,GCA_024542215.1
PDT001371341.1,GCA_024481245.1
PDT001200555.1,
PDT001505086.1,GCA_026535095.1
PDT001505141.1,GCA_026532795.1
PDT002022953.1,GCA_963437225.1
PDT002023113.1,GCA_963427325.1
PDT002030309.1,GCA_963428125.1
PDT002164251.1,
PDT000045129.1,GCA_000790115.1
PDT000070824.1,GCA_001068295.1
PDT001601207.3,GCA_028432305.3
PDT001169419.1,GCA_021642525.1
PDT001101112.1,GCA_019443665.1
PDT001826068.1,GCA_032390055.1
PDT001203080.4,
PDT001786563.2,GCA_032771975.2
PDT000096477.1,GCA_001453415.1
PDT000383153.1,GCA_003585245.1
PDT001451049.1,GCA_025658165.1
PDT001228304.1,GCA_021513455.1
PDT000236139.1,GCA_002263405.1
PDT001997516.1,GCA_033929565.1
PDT002069488.1,GCA_036316105.1
PDT001993824.1,GCA_033871415.1
PDT000904177.1,GCA_015738825.1
PDT001997848.1,GCA_033923025.1
PDT000220641.2,GCA_002206285.2
