target_acc,asm_acc
PDT001861823.1,GCA_030865525.1
PDT002320723.1,
PDT002148625.1,GCA_038594025.1
PDT002045329.1,GCA_035008025.1
PDT001286440.1,GCA_023002945.1
PDT001210254.1,GCA_021596045.1
PDT000771026.1,GCA_021675435.1
PDT000771081.1,GCA_021674515.1
PDT001345936.1,GCA_023950315.1
PDT000754114.1,GCA_021687255.1
PDT001726137.1,
PDT000756481.1,
PDT000172821.1,GCA_900144725.1
PDT000172883.1,GCA_900144045.1
PDT000173012.1,GCA_900146425.1
PDT000202066.2,
PDT001491611.1,
PDT001396351.1,GCA_024888435.1
PDT002042622.1,GCA_034817905.1
PDT000880268.1,
PDT000441936.1,
PDT001200540.1,
PDT000415857.1,GCA_900618285.1
PDT001222170.1,GCA_021584895.1
PDT000774594.1,
PDT001362919.1,
PDT000883536.1,
PDT000883645.1,
PDT000202570.2,
PDT000595570.1,GCA_902203155.1
PDT000595644.1,GCA_902204015.1
PDT001210756.1,
PDT001388311.1,GCA_025004385.1
PDT001364703.1,GCA_024353645.1
PDT001505169.1,GCA_026534415.1
PDT001505193.1,GCA_026531935.1
PDT001902595.1,GCA_032030275.1
PDT002030214.1,GCA_963427645.1
PDT002027282.1,GCA_963433465.1
PDT002026946.1,GCA_963427335.1
PDT002027057.1,GCA_963451995.1
PDT002023459.1,GCA_963431795.1
PDT002023492.1,GCA_963437235.1
PDT002030094.1,GCA_963430715.1
PDT002021409.1,GCA_963449315.1
PDT002027040.1,GCA_963431155.1
PDT002022442.1,GCA_963434215.1
PDT002023475.1,GCA_963451205.1
PDT002027670.1,GCA_963434505.1
PDT002026923.1,GCA_963431005.1
PDT002027289.1,GCA_963437415.1
PDT002030229.1,GCA_963432245.1
PDT002030119.1,GCA_963437675.1
PDT000774846.1,GCA_021669975.1
PDT001221893.1,GCA_021590745.1
PDT002164324.1,
PDT002164111.1,
PDT000045203.1,GCA_000791605.1
PDT002014272.1,GCA_034045855.1
PDT000392063.1,GCA_003632705.1
PDT002164381.1,
PDT000045332.1,GCA_000794175.1
PDT000797951.4,
PDT000899434.1,GCA_021665815.1
PDT001094453.3,GCA_021645885.3
PDT001075136.1,GCA_018966685.1
PDT001729019.1,GCA_029962165.1
PDT001203046.4,
PDT002317843.1,GCA_041266965.1
PDT001233328.1,GCA_021752405.1
PDT002188946.1,GCA_040077875.1
PDT001226147.4,
PDT001207430.4,
PDT001226315.4,
PDT001226321.4,
PDT002174558.1,GCA_039786155.1
PDT001884557.2,GCA_031463955.2
PDT000094996.1,GCA_001445005.1
PDT000411674.1,GCA_003836255.1
PDT000483016.1,GCA_004372615.1
PDT001897904.1,GCA_031847555.1
PDT000425031.1,GCA_003970055.1
PDT001994019.1,GCA_033871875.1
PDT000906798.1,GCA_015763185.1
PDT001994501.1,GCA_033883775.1
PDT001994424.1,GCA_033885225.1
PDT001994333.1,GCA_033887045.1
PDT001346468.1,GCA_023922065.1
PDT001346460.1,GCA_023917465.1
PDT002122357.1,
PDT001087692.1,GCA_021653215.1
PDT000510512.1,GCA_005863725.1
PDT001211917.1,
PDT000686222.1,GCA_010609305.1
PDT000767788.1,GCA_021682375.1
PDT001828700.1,GCA_030541865.1
PDT000753979.1,GCA_021693155.1
PDT000753509.1,GCA_021696315.1
PDT000753650.1,GCA_021694495.1
PDT000753551.1,
PDT000753270.1,GCA_013201115.1
PDT001348412.1,GCA_024018595.1
PDT000866438.1,GCA_021667415.1
PDT001222093.1,GCA_021586775.1
PDT000938532.1,GCA_016681025.1
PDT001113331.1,GCA_019686855.1
PDT000939899.1,GCA_016743115.1
PDT001122699.1,GCA_019857425.1
PDT001127832.1,GCA_019911385.1
PDT001127871.1,GCA_019913525.1
PDT001127807.1,GCA_019910885.1
PDT000972579.2,GCA_016924545.2
PDT001684411.1,
PDT001197973.1,GCA_021061005.1
PDT001615206.1,GCA_028608565.1
PDT001339029.1,GCA_024004675.1
PDT001346014.1,GCA_023935585.1
PDT001346119.1,GCA_023934645.1
PDT001346113.1,GCA_023945395.1
PDT001345944.1,GCA_023923405.1
PDT001682448.1,GCA_029604765.1
PDT002026825.1,GCA_963437355.1
PDT001349671.1,GCA_023928765.1
PDT000923353.1,GCA_016340085.1
PDT001343973.1,GCA_023952815.1
PDT001343996.1,GCA_023952115.1
PDT001750399.1,GCA_030053515.1
PDT001676936.1,
PDT001677070.1,
PDT001226204.4,
PDT001451066.1,GCA_025658825.1
PDT001346444.1,GCA_024825975.1
PDT001413318.1,GCA_025107335.1
PDT001413208.1,GCA_025104115.1
PDT001413944.1,GCA_025127375.1
PDT000797949.4,
PDT001991797.1,GCA_033797225.1
PDT002081934.2,GCA_036665615.1
PDT001149163.1,GCA_020406385.1
PDT001462627.1,GCA_025780415.1
PDT002145740.1,GCA_038438245.1
PDT001682682.1,GCA_029622995.1
PDT001730373.1,GCA_029988795.1
PDT001898064.1,GCA_031850745.1
PDT001897976.1,GCA_031848995.1
PDT001894061.1,GCA_031733535.1
PDT001877445.1,GCA_031207515.1
PDT001925375.1,GCA_032469315.1
PDT002113645.1,GCA_037166985.1
PDT002320048.1,
PDT002319965.1,
PDT002319853.1,
PDT002319840.1,
PDT001991799.1,GCA_033797275.1
PDT002098962.1,GCA_037002285.1
PDT002208538.1,GCA_040187475.1
PDT002097537.1,
PDT002266638.1,GCA_040884805.1
PDT001993799.1,GCA_033893065.1
PDT002387679.1,
PDT002344753.1,
PDT001211423.1,
PDT000923356.1,GCA_016340145.1
PDT000768338.1,
PDT000768365.1,
PDT000767644.1,
PDT000442622.1,
PDT000442598.1,
PDT000522894.1,GCA_901456275.1
PDT001024408.1,GCA_018341945.1
PDT001194226.1,
PDT000885752.1,
PDT001191516.1,
PDT001346366.1,GCA_023918545.1
PDT001388187.1,GCA_025006025.1
PDT001346190.1,GCA_024738725.1
PDT001372801.1,GCA_024488385.1
PDT001371394.1,GCA_024482865.1
PDT001726127.1,
PDT001474957.1,
PDT001492972.1,GCA_026358975.1
PDT001737633.1,GCA_950100845.1
PDT002023223.1,GCA_963442675.1
PDT002021380.1,GCA_963439835.1
PDT002023013.1,GCA_963439695.1
PDT002021459.1,GCA_963440745.1
PDT002021213.1,GCA_963450505.1
PDT002027427.1,GCA_963427765.1
PDT002027519.1,GCA_963440125.1
PDT000441954.1,
PDT002023378.1,GCA_963448115.1
PDT002021335.1,GCA_963439885.1
PDT002027658.1,GCA_963432625.1
PDT002022376.1,GCA_963449345.1
PDT002022948.1,GCA_963444245.1
PDT002027628.1,GCA_963428745.1
PDT002021502.1,GCA_963446555.1
PDT002023279.1,GCA_963436555.1
PDT002027593.1,GCA_963434245.1
PDT002027440.1,GCA_963454055.1
PDT002023402.1,GCA_963432815.1
PDT002021392.1,GCA_963438295.1
PDT002027759.1,GCA_963452195.1
PDT002030222.1,GCA_963434305.1
PDT002027024.1,GCA_963426615.1
PDT002021127.1,GCA_963430765.1
PDT002026782.1,GCA_963432385.1
PDT002164314.1,
PDT002164203.1,
PDT002164352.1,
PDT000045101.1,GCA_000789545.1
PDT002164195.1,
PDT000045298.1,GCA_000793505.1
PDT002164247.1,
PDT002043253.1,
PDT002165068.1,
PDT000392028.1,GCA_003631985.1
PDT000045145.1,GCA_000790445.1
PDT000045304.1,GCA_000793615.1
PDT000045184.1,GCA_000791225.1
PDT000045462.1,GCA_000796785.1
PDT000424240.1,GCA_021710795.1
PDT001593359.1,
PDT001963517.1,GCA_033177505.1
PDT001226370.4,
PDT001207525.4,
PDT000745417.1,
PDT001840037.2,GCA_031924345.2
PDT002305305.1,
PDT001165620.3,GCA_028062835.3
PDT001707558.3,GCA_032864455.2
PDT001831912.2,
PDT001496600.1,GCA_026371535.1
PDT001845282.2,GCA_031836355.2
PDT001786891.2,GCA_032768155.2
PDT000083923.1,GCA_001293085.1
PDT000411770.1,GCA_003838785.1
PDT001251930.1,GCA_903684655.1
PDT000272314.1,GCA_002835725.1
PDT001997126.1,GCA_033937265.1
PDT001997630.1,GCA_033927365.1
PDT000923225.1,GCA_016337525.1
PDT001994255.1,GCA_033888525.1
PDT001993996.1,GCA_033872635.1
PDT001993993.1,GCA_033871975.1
PDT001997053.1,GCA_033938725.1
PDT001994158.1,GCA_033890425.1
PDT001348685.1,
PDT001406396.1,GCA_024832225.1
PDT001087696.1,GCA_021653095.1
PDT001210863.1,
PDT001346964.1,GCA_023909895.1
PDT000767771.1,GCA_021682715.1
PDT000795064.1,GCA_013433805.1
PDT000888348.1,GCA_015317275.1
PDT001788350.1,GCA_030326405.1
PDT000866386.1,GCA_021667755.1
PDT001221906.1,GCA_021590565.1
PDT001668229.1,GCA_029398575.1
PDT000972465.1,GCA_016921715.1
PDT001577309.1,GCA_027855775.1
PDT001286360.1,GCA_022991045.1
PDT001991802.1,GCA_033797345.1
PDT001346349.1,GCA_023918665.1
PDT001343888.1,GCA_023959055.1
PDT001343694.1,GCA_023962975.1
PDT001997105.1,GCA_033937645.1
PDT001257914.3,GCA_022474535.3
PDT000768497.2,
PDT001337236.1,GCA_023717945.1
PDT001593601.1,
PDT001593666.1,
PDT001808908.1,GCA_030398275.1
PDT001413749.1,GCA_025123215.1
PDT001413966.1,GCA_025129455.1
PDT002249213.1,GCA_040657255.1
PDT001729231.1,
PDT001730378.1,GCA_029989005.1
PDT001897906.1,GCA_031847595.1
PDT001897956.1,GCA_031848595.1
PDT001894095.1,GCA_031734215.1
PDT002035283.1,GCA_034485845.1
PDT001877395.1,GCA_031206315.1
PDT001343804.1,GCA_023960435.1
PDT000164569.1,GCA_001750225.1
PDT001877424.1,GCA_031206875.1
PDT002335304.1,GCA_041414655.1
PDT001925368.1,GCA_032469175.1
PDT001858254.1,GCA_030846375.1
PDT001913363.1,GCA_032290565.1
PDT002055236.1,GCA_035725125.1
PDT002320012.1,
PDT002319939.1,
PDT001782303.2,GCA_030283365.1
PDT002043244.1,
PDT002122362.1,
PDT002122470.1,
PDT001343983.1,GCA_023952395.1
PDT002320753.1,
PDT002303158.1,GCA_041147705.1
PDT002155830.1,GCA_039413415.1
PDT002280885.1,
PDT001211443.1,GCA_021594665.1
PDT000754052.1,GCA_021689675.1
PDT000756480.1,
PDT000173119.1,GCA_900147375.1
PDT000768339.1,
PDT001200977.1,GCA_021603325.1
PDT001200975.1,GCA_021603385.1
PDT000733705.1,GCA_012987025.1
PDT000610934.1,GCA_900106205.1
PDT000424236.1,GCA_021710715.1
PDT000441959.1,
PDT000686138.1,GCA_010604625.1
PDT001491404.1,
PDT000768281.1,GCA_021678695.1
PDT000595453.1,GCA_902201955.1
PDT000769067.1,GCA_021677135.1
PDT001210767.1,
PDT000771126.1,GCA_021673595.1
PDT001902633.1,GCA_032033435.1
PDT002029005.1,GCA_963445155.1
PDT002030240.1,GCA_963429375.1
PDT002022346.1,GCA_963437445.1
PDT002021278.1,GCA_963452885.1
PDT002027719.1,GCA_963444675.1
PDT002028897.1,GCA_963439635.1
PDT002022420.1,GCA_963427425.1
PDT002021166.1,GCA_963444045.1
PDT002023605.1,GCA_963429495.1
PDT002023263.1,GCA_963437745.1
PDT002022402.1,GCA_963453015.1
PDT002028876.1,GCA_963439845.1
PDT002030098.1,GCA_963438965.1
PDT002027641.1,GCA_963435195.1
PDT002023249.1,GCA_963442635.1
PDT002027548.1,GCA_963445815.1
PDT002027421.1,GCA_963452245.1
PDT002023641.1,GCA_963432185.1
PDT002023620.1,GCA_963433155.1
PDT002027113.1,GCA_963454805.1
PDT002030161.1,GCA_963438015.1
PDT002026934.1,GCA_963451845.1
PDT002023613.1,GCA_963451365.1
PDT002164098.1,
PDT000045384.1,GCA_000795225.1
PDT002164185.1,
PDT002043254.1,
PDT002104483.1,GCA_963885145.1
PDT001226419.4,
PDT001728096.3,GCA_032862315.2
PDT000756214.1,
PDT002364761.1,GCA_041774135.1
PDT001882512.2,GCA_031433905.2
PDT001226387.4,
PDT001207529.4,
PDT001072680.3,GCA_021660995.3
PDT002165126.1,
PDT001210747.1,
PDT002336341.1,GCA_041445165.1
PDT001810363.1,GCA_032642585.1
PDT001203062.4,
PDT001383402.1,GCA_024615685.1
PDT000348214.1,GCA_900455175.1
PDT000411573.1,GCA_003834235.1
PDT001994473.1,GCA_033884285.1
PDT001993948.1,GCA_033872055.1
PDT001994212.1,GCA_033889385.1
PDT001994524.1,GCA_033883225.1
PDT001994120.1,GCA_033891085.1
PDT001994533.1,GCA_033883045.1
PDT000768451.2,
PDT000923496.1,GCA_016343605.1
PDT001668186.1,GCA_029399195.1
PDT000414915.1,GCA_003863585.1
PDT001346411.1,GCA_023917885.1
PDT000202703.2,
PDT000714436.1,GCA_011683045.1
PDT001451114.1,GCA_025661715.1
PDT000795093.1,GCA_013434405.1
PDT000753502.1,GCA_021696335.1
PDT000753417.1,GCA_021699155.1
PDT001113368.1,GCA_019687595.1
PDT001567187.1,GCA_027587355.1
PDT001211708.1,
PDT001210164.1,GCA_021598105.1
PDT001210165.1,GCA_021598065.1
PDT001726214.1,GCA_033691355.1
PDT000972559.1,GCA_016923585.1
PDT001251621.1,GCA_022342805.1
PDT001346122.1,GCA_024176805.1
PDT001346210.1,GCA_023940305.1
PDT001346181.1,GCA_023920265.1
PDT001339985.1,GCA_023994375.1
PDT001343966.1,GCA_023953325.1
PDT001593477.1,
PDT001593675.1,
PDT001726201.1,GCA_033691575.1
PDT001994049.1,GCA_033892445.1
PDT001414013.1,GCA_025130395.1
PDT001414057.1,GCA_025131695.1
PDT001414044.1,GCA_025131435.1
PDT001414034.1,GCA_025131235.1
PDT001344221.1,GCA_023947415.1
PDT002273850.1,GCA_040901325.1
PDT000172944.1,GCA_900144115.1
PDT002075490.1,GCA_036530335.1
PDT001852515.1,GCA_030738375.1
PDT001852555.1,GCA_030739175.1
PDT001897932.1,GCA_031848115.1
PDT001897945.1,GCA_031848375.1
PDT002340626.1,
PDT002035265.1,GCA_034494105.1
PDT002035295.1,GCA_034485625.1
PDT002035306.1,GCA_034485445.1
PDT002136569.1,
PDT002055282.1,GCA_035728085.1
PDT002055329.1,GCA_035729025.1
PDT002319953.1,
PDT002320156.1,
PDT002320028.1,
PDT001009303.1,GCA_018026655.1
PDT002155854.1,GCA_039413915.1
PDT002243913.1,
PDT002265887.1,
PDT002265859.1,
PDT000771299.1,GCA_021672365.1
PDT001211397.1,
PDT000754254.1,GCA_021683935.1
PDT001363276.1,GCA_024351885.1
PDT000754167.1,GCA_021685935.1
PDT000756379.1,
PDT000768366.1,
PDT000771308.1,GCA_021672255.1
PDT002042814.1,GCA_034813925.1
PDT001193105.1,
PDT000944438.1,
PDT000755581.1,
PDT000755548.1,
PDT000755578.1,
PDT000595518.1,GCA_902202635.1
PDT001196988.1,GCA_021610405.1
PDT001361981.1,GCA_024303385.1
PDT001474951.1,
PDT001492659.1,GCA_026360935.1
PDT001737540.1,GCA_950098965.1
PDT002023316.1,GCA_963442605.1
PDT002023710.1,GCA_963429685.1
PDT002027480.1,GCA_963440445.1
PDT002027695.1,GCA_963454355.1
PDT002022522.1,GCA_963443435.1
PDT002030170.1,GCA_963427575.1
PDT002021430.1,GCA_963440465.1
PDT002028840.1,GCA_963429855.1
PDT002021149.1,GCA_963448305.1
PDT002021399.1,GCA_963441525.1
PDT002026966.1,GCA_963430115.1
PDT002021466.1,GCA_963442825.1
PDT002028895.1,GCA_963452505.1
PDT002021168.1,GCA_963451985.1
PDT002030315.1,GCA_963440275.1
PDT002164270.1,
PDT002043245.1,
PDT002165058.1,
PDT002165060.1,
PDT002164372.1,
PDT001940575.1,GCA_032764665.1
PDT001677451.3,GCA_029543805.3
PDT001203094.4,
PDT000766459.4,
PDT000774811.3,GCA_032977545.2
PDT000797649.1,GCA_013619195.1
PDT001087593.1,GCA_021657775.1
PDT000348199.1,GCA_900455535.1
PDT000207014.1,GCA_002116985.1
PDT000797681.1,GCA_013619835.1
PDT001615385.1,GCA_028608905.1
PDT000209127.1,GCA_002136115.1
PDT000768098.1,GCA_021679315.1
PDT000354716.1,GCA_003332715.1
PDT000923230.1,GCA_016337625.1
PDT001994342.1,GCA_033886845.1
PDT001993672.1,GCA_033895525.1
PDT001677710.1,
PDT000923229.1,GCA_016337605.1
PDT000923297.1,GCA_016338965.1
PDT001993698.1,GCA_033895025.1
PDT001997811.1,GCA_033923765.1
PDT001993863.1,GCA_033874495.1
PDT001994055.1,GCA_033892365.1
PDT001997551.1,GCA_033928905.1
PDT001044033.1,GCA_021661855.1
PDT001087508.1,GCA_021659715.1
PDT001484074.1,GCA_026127065.1
PDT000631939.1,GCA_009676785.1
PDT001673398.1,GCA_029488065.1
PDT001265085.1,GCA_022570115.1
PDT000797675.1,GCA_013619705.1
PDT000888359.1,GCA_015317615.1
PDT001348661.1,
PDT000755714.1,
PDT001024375.1,GCA_018341295.1
PDT001684698.1,GCA_029628305.1
PDT001684648.1,GCA_029676085.1
PDT001228319.1,GCA_021532995.1
PDT001348420.1,GCA_024002435.1
PDT001197986.1,GCA_021061325.1
PDT001758480.1,GCA_030069145.1
PDT001339017.1,GCA_024004815.1
PDT001346289.1,GCA_023935065.1
PDT001422826.1,GCA_025235765.1
PDT001495189.1,GCA_026322055.1
PDT001349686.1,GCA_023929065.1
PDT001343729.1,GCA_023962295.1
PDT001760683.1,GCA_030121955.1
PDT001676947.1,
PDT001965143.1,
PDT001413979.1,GCA_025129715.1
PDT001413816.1,GCA_025124555.1
PDT002081950.2,GCA_036665935.1
PDT001991818.1,GCA_033797695.1
PDT001277627.1,GCA_022695975.1
PDT001852502.1,GCA_030738105.1
PDT000173087.1,GCA_900147095.1
PDT001877482.1,GCA_031209655.1
PDT002319869.1,
PDT001086013.1,GCA_019167315.1
PDT002319843.1,
PDT002320036.1,
PDT002320005.1,
PDT002320043.1,
PDT002299635.1,GCA_041060725.1
PDT002065541.1,GCA_036224745.1
PDT002043292.1,GCA_034838735.1
PDT002261999.1,
PDT002208501.1,GCA_040186715.1
PDT002208497.1,GCA_040186595.1
PDT001342761.1,GCA_023991475.1
PDT002266682.1,GCA_040885745.1
PDT002387580.1,
PDT002245886.1,
PDT002280947.1,
PDT002280852.1,
PDT000771030.1,GCA_021675375.1
PDT000754119.1,GCA_021687155.1
PDT000754124.1,GCA_021687055.1
PDT000756421.1,
PDT000756490.1,
PDT000174715.1,GCA_900144075.1
PDT000173069.1,GCA_900146935.1
PDT000172901.1,GCA_900145465.1
PDT000172966.1,GCA_900146015.1
PDT001339908.1,GCA_023994715.1
PDT002042845.1,GCA_034813325.1
PDT002042749.1,GCA_034815345.1
PDT001210788.1,
PDT000424226.1,GCA_021710975.1
PDT000424286.1,GCA_021709565.1
PDT000415854.1,GCA_900618255.1
PDT000880265.1,
PDT001348591.1,
PDT001210911.1,
PDT001362029.1,GCA_024303225.1
PDT001371372.1,GCA_024482285.1
PDT001371390.1,GCA_024542255.1
PDT002100333.1,
PDT001505112.1,GCA_026534895.1
PDT002030274.1,GCA_963449245.1
PDT002027073.1,GCA_963431915.1
PDT002028914.1,GCA_963448505.1
PDT002027313.1,GCA_963444965.1
PDT002027152.1,GCA_963434575.1
PDT002027085.1,GCA_963438585.1
PDT002022456.1,GCA_963429415.1
PDT002026811.1,GCA_963431815.1
PDT002023652.1,GCA_963428085.1
PDT002023551.1,GCA_963442595.1
PDT002023028.1,GCA_963444135.1
PDT002021322.1,GCA_963448165.1
PDT002021282.1,GCA_963449895.1
PDT002022966.1,GCA_963451145.1
PDT000045291.1,GCA_000793385.1
PDT000411572.1,GCA_003834225.1
PDT000045335.1,GCA_000794245.1
PDT002164219.1,
PDT000186894.2,GCA_021712935.1
PDT000756248.1,
PDT000756258.1,
PDT000756087.1,
PDT000756282.1,
PDT001207548.4,
PDT001204881.3,GCA_021601785.3
PDT001164007.1,GCA_021643105.1
PDT000096327.1,GCA_001450435.1
PDT000483075.1,GCA_004373795.1
PDT000243172.1,GCA_002329765.1
PDT000915658.1,GCA_016011175.1
PDT001997078.1,GCA_033938205.1
PDT001997582.1,GCA_033928305.1
PDT001997084.1,GCA_033938105.1
PDT001894189.1,GCA_031825315.1
PDT001707120.1,GCA_029872935.1
PDT000150960.2,GCA_021712795.1
PDT001086019.1,GCA_019167445.1
PDT001809966.1,GCA_030410935.1
PDT001484080.1,GCA_026127185.1
PDT000753381.1,GCA_021700195.1
PDT000866107.1,GCA_021668785.1
PDT001363048.1,GCA_024322475.1
PDT001484062.1,GCA_026126765.1
PDT001727384.1,GCA_029954905.1
PDT001113382.1,GCA_019687875.1
PDT001211650.1,GCA_021593685.1
PDT001211682.1,GCA_021593125.1
PDT001318034.1,GCA_023572225.1
PDT001877677.1,GCA_031224875.1
PDT001210271.1,GCA_021595705.1
PDT000972476.1,GCA_016921935.1
PDT001009313.1,GCA_018026895.1
PDT000768090.1,GCA_021679455.1
PDT001874508.1,GCA_031247775.1
PDT001163797.1,GCA_020640705.1
PDT001346149.1,GCA_023935345.1
PDT001349642.1,GCA_023928155.1
