target_acc,asm_acc
PDT002098015.1,GCA_037008685.1
PDT000733211.3,GCA_016489965.3
PDT001151731.3,GCA_020519305.3
PDT001163987.3,GCA_020678325.3
PDT001456724.3,GCA_025777375.3
PDT001366640.3,GCA_024378315.3
PDT001001301.3,GCA_017836415.3
PDT001618637.3,GCA_028676055.3
PDT001351145.3,GCA_024133645.3
PDT002199156.1,GCA_040116665.1
PDT001172770.3,GCA_020824135.3
PDT001947780.2,GCA_032848665.2
PDT000152727.2,
PDT000115296.2,GCA_016519575.2
PDT000865811.1,
PDT000111421.2,GCA_016532925.2
PDT000156195.1,GCA_001863815.1
PDT000141114.1,GCA_001693125.1
PDT000209042.1,GCA_002137185.1
PDT001469761.1,GCA_025897775.1
PDT001847670.1,GCA_030705335.1
PDT000729675.1,GCA_012935105.1
PDT000679373.1,GCA_010179525.1
PDT000751400.1,GCA_016485745.1
PDT001837085.1,GCA_030553715.1
PDT001822717.1,GCA_031106995.1
PDT001231305.1,GCA_021570755.1
PDT001065606.1,GCA_018789655.1
PDT002059718.1,GCA_958319685.1
PDT000114669.2,GCA_016521395.2
PDT001283680.1,GCA_022938085.1
PDT002146104.1,GCA_038442575.1
PDT001603346.1,GCA_028447745.1
PDT001603082.1,GCA_028441725.1
PDT001639825.1,GCA_028753295.1
PDT001471018.1,GCA_025847295.1
PDT000659363.1,
PDT000887504.1,
PDT002152145.1,
PDT002113425.1,GCA_037173205.1
PDT000659502.1,
PDT002130014.1,
PDT002187367.1,GCA_040008755.1
PDT002316184.1,
PDT000173756.3,GCA_016515115.1
PDT000342119.2,GCA_900476965.2
PDT000342084.2,GCA_900476885.2
PDT002056786.1,
PDT001006933.1,GCA_017953535.1
PDT000751430.1,GCA_016485185.1
PDT000884530.1,
PDT001192404.1,
PDT001898885.1,GCA_031876065.1
PDT001292410.1,GCA_023002465.1
PDT001469773.1,GCA_025898365.1
PDT001241071.1,GCA_022017435.1
PDT002277497.1,GCA_964207005.1
PDT001356903.3,GCA_024210095.3
PDT001707461.3,GCA_031135385.2
PDT001419954.3,GCA_025240845.3
PDT001854842.2,GCA_031098375.2
PDT001860319.1,GCA_030850805.1
PDT001214303.3,GCA_021336735.3
PDT001359586.3,GCA_028058675.3
PDT001226522.3,GCA_021613155.3
PDT000897555.3,GCA_016473275.3
PDT001164100.3,GCA_020677005.3
PDT000092705.1,GCA_001416145.1
PDT000418825.1,GCA_003949635.1
PDT000222316.1,GCA_002212105.1
PDT000865920.1,GCA_016478525.1
PDT000893005.1,GCA_015537385.1
PDT000893013.1,GCA_015537525.1
PDT001006710.1,GCA_017949035.1
PDT001006742.1,GCA_017949715.1
PDT000893189.1,GCA_016474195.1
PDT001231254.1,GCA_021569735.1
PDT001200389.1,GCA_021138995.1
PDT001065597.1,GCA_018789475.1
PDT001135154.1,GCA_020107675.1
PDT000714776.1,
PDT001585634.1,GCA_028089095.1
PDT001065579.1,GCA_018788895.1
PDT001336467.1,GCA_023809625.1
PDT001873324.1,
PDT001593150.1,
PDT001695694.1,GCA_029840315.1
PDT001538569.1,GCA_027088095.1
PDT001426508.1,GCA_025245665.1
PDT001505956.1,GCA_026564315.1
PDT001505718.1,GCA_026568975.1
PDT001505742.1,GCA_026568535.1
PDT002123325.1,
PDT001940661.1,GCA_032737725.1
PDT001766176.1,GCA_030140425.1
PDT000287642.1,GCA_002928135.1
PDT002239569.1,GCA_040445885.1
PDT002152147.1,
PDT002179582.1,
PDT000173836.2,GCA_016516995.2
PDT000605813.1,GCA_008985085.1
PDT002126873.1,
PDT000659589.1,
PDT000633748.1,
PDT000633891.1,
PDT000711781.1,GCA_011602165.1
PDT000888573.1,
PDT001200600.1,
PDT002026697.1,GCA_034296475.1
PDT002059536.1,GCA_958315975.1
PDT001852780.1,GCA_031099315.1
PDT000660196.1,
PDT001835430.2,GCA_031104565.2
PDT001677747.3,GCA_029557625.3
PDT001229565.3,GCA_028061615.3
PDT002051188.1,GCA_035611015.1
PDT002231922.1,GCA_040356225.1
PDT001280226.1,GCA_022686025.2
PDT002230389.1,
PDT001164030.3,GCA_020677885.3
PDT002077320.1,GCA_036588665.1
PDT001725747.3,GCA_031132165.2
PDT000134714.1,GCA_001666225.1
PDT000106895.2,GCA_016538615.2
PDT000287629.1,GCA_002927895.1
PDT000144604.1,GCA_001704675.1
PDT000217700.1,GCA_002184365.1
PDT002345965.1,GCA_041536825.1
PDT001603018.1,GCA_028440415.1
PDT000642501.1,GCA_009736355.1
PDT000929065.1,GCA_016508505.1
PDT000387374.1,GCA_003596205.1
PDT000417655.1,GCA_003940875.1
PDT000418826.1,GCA_003949655.1
PDT000744614.1,GCA_013138435.1
PDT001506272.1,GCA_026557815.1
PDT001506407.1,GCA_026555115.1
PDT001577258.1,GCA_027854475.1
PDT001310076.1,GCA_023362275.1
PDT001383109.1,GCA_024633765.1
PDT001488347.1,GCA_026190515.1
PDT001766131.1,GCA_030139505.1
PDT002069402.1,GCA_036289665.1
PDT001820070.1,GCA_030485175.1
PDT002045074.1,GCA_035022685.1
PDT002152111.1,
PDT002152132.1,
PDT002026734.1,GCA_034297215.1
PDT002026700.1,GCA_034296535.1
PDT002247733.1,GCA_040604775.1
PDT002072016.1,GCA_036347995.1
PDT002134232.1,
PDT002179697.1,
PDT002230531.1,GCA_040304285.1
PDT000102170.1,GCA_001512235.1
PDT000441509.1,GCA_016508835.1
PDT002191029.1,
PDT000173758.3,GCA_016515095.1
PDT000659595.1,
PDT000632440.1,
PDT000424108.1,GCA_016512295.1
PDT001491596.1,
PDT000943843.1,
PDT002059617.1,GCA_958317545.1
PDT001898730.1,GCA_031877525.1
PDT002059834.1,GCA_958322015.1
PDT002059658.1,GCA_958318275.1
PDT001012184.3,GCA_018169455.3
PDT001370968.3,GCA_024468215.3
PDT001280208.1,GCA_022685945.2
PDT000899144.3,GCA_016471885.3
PDT000418817.1,GCA_003949405.1
PDT002062693.1,GCA_036054595.1
PDT001292889.3,GCA_023093175.3
PDT001986195.1,GCA_033727075.1
PDT001019282.3,GCA_018288095.3
PDT001419937.3,GCA_025239465.3
PDT001810483.2,GCA_031112085.2
PDT001676443.1,GCA_029047675.2
PDT000685912.1,GCA_010587545.1
PDT000106791.2,GCA_016540845.2
PDT000107081.2,GCA_016536425.2
PDT000342086.2,GCA_900476705.2
PDT000482878.1,GCA_004378625.1
PDT000209567.1,GCA_002145375.1
PDT000415846.1,GCA_003931755.1
PDT001695702.1,GCA_029847035.1
PDT001230578.1,GCA_021659295.1
PDT001066722.1,GCA_018831125.1
PDT000892987.1,GCA_015537035.1
PDT000914417.1,GCA_016055335.1
PDT000937784.1,GCA_016654305.1
PDT000751261.1,GCA_016487445.1
PDT001006743.1,GCA_017949725.1
PDT001396530.1,GCA_024732425.1
PDT001231417.1,GCA_021573035.1
PDT000714781.1,
PDT001603023.1,GCA_028440555.1
PDT001292475.1,GCA_023004785.1
PDT001577285.1,GCA_027855445.1
PDT001952726.1,GCA_032940305.1
PDT001795324.1,
PDT001602982.1,GCA_028439235.1
PDT001506018.1,GCA_026563135.1
PDT001355206.1,GCA_024151885.1
PDT001506026.1,GCA_026562975.1
PDT001940671.1,GCA_032741315.1
PDT001771562.1,GCA_030197835.1
PDT001686693.1,GCA_029678095.1
PDT001852468.1,GCA_030756205.1
PDT002239540.1,GCA_040445335.1
PDT002239581.1,GCA_040446365.1
PDT002101968.1,GCA_037046515.1
PDT002113372.1,GCA_037171345.1
PDT002250824.1,GCA_040698665.1
PDT000173752.3,GCA_016515225.1
PDT000173848.2,GCA_016516615.2
PDT000441481.1,GCA_016509695.1
PDT000444123.1,GCA_016507585.1
PDT002126983.1,
PDT000714792.1,
PDT000879069.1,
PDT000725025.1,GCA_016496845.1
PDT000659566.1,
PDT000633754.1,
PDT000880327.1,
PDT000886994.1,
PDT001191744.2,
PDT001383222.1,GCA_024618375.1
PDT000387363.1,GCA_003595985.1
PDT001873267.1,GCA_031183755.1
PDT001617024.1,GCA_028659975.1
PDT001231318.1,GCA_021571015.1
PDT002059757.1,GCA_958320445.1
PDT002059768.1,GCA_958320635.1
PDT001953048.2,GCA_033028645.2
PDT001676446.1,GCA_029033725.2
PDT001695064.3,GCA_031137235.2
PDT001664912.3,GCA_029328355.3
PDT001352966.3,GCA_024164525.3
PDT001352868.3,GCA_024146225.3
PDT000850551.3,GCA_016480395.3
PDT001276250.3,GCA_022948775.3
PDT001151738.3,GCA_020518845.3
PDT001523372.3,GCA_028056565.3
PDT000209518.1,GCA_002143755.1
PDT001961330.1,GCA_033102235.1
PDT000714798.1,
PDT001127697.1,GCA_019920385.1
PDT001505698.1,GCA_026569395.1
PDT000209528.1,GCA_002143955.1
PDT000659390.1,
PDT002085680.1,
PDT001603166.1,GCA_028443405.1
PDT001691724.1,GCA_029774195.1
PDT001549639.1,GCA_027257615.1
PDT001766031.1,GCA_030131125.1
PDT001766009.1,GCA_030130685.1
PDT002294593.1,GCA_041082415.1
PDT001505911.1,GCA_026565205.1
PDT000863571.1,GCA_014880195.1
PDT001924531.1,GCA_032618875.1
PDT002026746.1,GCA_034318785.1
PDT001250788.1,GCA_022237585.1
PDT002129974.1,
PDT002086212.1,GCA_036860735.1
PDT002230562.1,GCA_040328215.1
PDT002230493.1,GCA_040301105.1
PDT001603007.1,GCA_028440225.1
PDT000659385.1,
PDT001580175.1,GCA_027890475.1
PDT000945235.2,GCA_904884485.1
PDT002094391.1,GCA_036893865.1
PDT001493601.1,GCA_026349335.1
PDT001492987.1,GCA_026301315.1
PDT001665441.1,
PDT001585381.1,GCA_028095385.1
PDT000046696.3,GCA_000809825.3
PDT001207880.4,GCA_021246205.3
PDT001770993.2,GCA_031131365.2
PDT002263544.1,GCA_040829275.1
PDT001198459.3,GCA_021115675.3
PDT001817551.2,GCA_031108915.2
PDT002068896.2,GCA_036363125.2
PDT001882434.2,GCA_031435345.2
PDT001248843.3,GCA_022217765.3
PDT000107129.2,GCA_016535775.2
PDT001512442.1,GCA_026622805.1
PDT000209092.1,GCA_002138175.1
PDT000662375.1,GCA_016497425.1
PDT000929036.1,GCA_016506685.1
PDT000431538.1,GCA_016510475.1
PDT000417636.1,GCA_003939645.1
PDT000837078.1,GCA_014530885.1
PDT000893174.1,GCA_016474585.1
PDT000914427.1,GCA_016056045.1
PDT001065584.1,GCA_018789075.1
PDT001292453.1,GCA_023004335.1
PDT001065600.1,GCA_018789525.1
PDT001952743.1,GCA_032941005.1
PDT001593366.1,
PDT001603144.1,GCA_028442965.1
PDT001877151.1,GCA_031196065.1
PDT002152144.1,
PDT002036476.1,GCA_034578615.1
PDT002389077.1,GCA_042055485.1
PDT002098395.1,
PDT002336476.1,
PDT001044091.1,GCA_018422645.1
PDT000659395.1,
PDT000920820.1,
PDT000945224.2,GCA_904884465.1
PDT001201022.1,
PDT002026702.1,GCA_034296575.1
PDT001898722.1,GCA_031877665.1
PDT001046506.1,GCA_018443625.1
PDT000893767.3,GCA_016473655.3
PDT001505917.1,GCA_026565105.1
PDT001114947.1,GCA_019728415.1
PDT001374690.3,GCA_024574815.3
PDT001306764.3,GCA_023351975.3
PDT001253776.3,GCA_022383175.3
PDT001876741.2,GCA_031309165.2
PDT002381645.1,
PDT001398085.3,GCA_024865565.3
PDT000093832.1,GCA_001432755.1
PDT002262253.1,GCA_040810915.1
PDT000114262.2,GCA_016524875.2
PDT000209498.1,GCA_002143345.1
PDT000797566.1,GCA_013618855.1
PDT000534466.1,GCA_006493705.1
PDT001506257.1,GCA_026558355.1
PDT002086207.1,GCA_036858175.1
PDT001231235.1,GCA_021569355.1
PDT001044095.1,GCA_018422895.1
PDT001355189.1,GCA_024151535.1
PDT001218788.1,GCA_021389755.1
PDT001994801.1,GCA_033879075.1
PDT001435598.1,GCA_025406265.1
PDT001383206.1,
PDT000707291.2,GCA_011067065.1
PDT001898908.1,GCA_031875645.1
PDT001312762.1,GCA_023498875.1
PDT001321069.1,GCA_023606345.1
PDT001603064.1,GCA_028441365.1
PDT001766041.1,GCA_030131325.1
PDT001506385.1,GCA_026555395.1
PDT001877140.1,GCA_031195855.1
PDT001860340.1,GCA_030851565.1
PDT002140770.1,
PDT002230517.1,GCA_040301585.1
PDT000050007.1,GCA_000876095.1
PDT000173847.2,GCA_016516715.2
PDT000633677.1,
PDT000176202.2,GCA_016515635.2
PDT002056799.1,
PDT000354364.1,GCA_900495505.1
PDT000662295.1,GCA_016844865.1
PDT000866579.1,GCA_016476745.1
PDT000746928.1,
PDT000887081.1,
PDT001191466.1,
PDT000887064.1,
PDT000510459.1,GCA_005819475.1
PDT000432669.1,
PDT000679361.1,GCA_010179275.1
PDT001251840.1,GCA_918856805.1
PDT001502690.1,GCA_026437655.1
PDT000937787.1,GCA_016654365.1
PDT002314017.1,
PDT001544175.3,GCA_027264795.3
PDT001001318.3,GCA_017835835.3
PDT001248844.3,GCA_022217785.3
PDT001817598.2,GCA_031108895.2
PDT001374618.3,GCA_024573135.3
PDT001114955.1,GCA_019732955.1
PDT001106422.3,GCA_019507145.3
PDT002233262.1,GCA_040411055.1
PDT001173445.3,GCA_020838205.3
PDT000092720.1,GCA_001416425.1
PDT001336328.1,GCA_024025515.1
PDT000128882.1,GCA_001636235.1
PDT000216791.1,GCA_002182365.1
PDT000216826.1,GCA_002183105.1
PDT001253201.4,
PDT001147079.1,GCA_020255075.1
PDT001231286.1,GCA_021570375.1
PDT001610216.1,GCA_028549625.1
PDT001218604.1,GCA_021386075.1
PDT002173343.1,GCA_037008745.2
PDT001965177.1,GCA_033187155.1
PDT002025906.1,GCA_034330385.1
PDT000929037.1,GCA_016506655.1
PDT001820117.1,GCA_030486125.1
PDT001947741.2,GCA_032849445.2
PDT002239526.1,GCA_040445005.1
PDT000660188.1,
PDT000424043.1,GCA_016513475.1
PDT001898731.1,GCA_031877505.1
PDT000354480.1,GCA_900496585.1
PDT001609439.3,GCA_028543015.3
PDT000885148.1,
PDT001194485.1,
PDT000534469.1,GCA_006493755.1
PDT001001273.3,GCA_017836175.3
PDT001876145.2,GCA_031214105.2
PDT002332850.1,GCA_041412435.1
PDT002067958.1,GCA_036464595.1
PDT002045995.1,GCA_035077025.1
PDT000899151.3,GCA_016471835.3
PDT001835432.2,GCA_031104545.2
PDT001019448.3,GCA_018285455.3
PDT001322313.3,GCA_023770865.3
PDT001164078.3,GCA_020677305.3
PDT002020962.1,GCA_034260695.1
PDT002118667.1,GCA_037430625.1
PDT002148283.1,GCA_038626135.1
PDT001615608.3,GCA_028638585.3
PDT000111927.1,GCA_001578145.1
PDT000208235.1,GCA_002119285.1
PDT000046755.3,GCA_000811065.3
PDT000595116.1,GCA_008709745.1
PDT000480735.1,GCA_004357295.1
PDT000418794.1,GCA_003948915.1
PDT001200400.1,GCA_021139135.1
PDT001225603.1,GCA_021506655.1
PDT001218779.1,GCA_021389585.1
PDT000510388.1,GCA_005785665.1
PDT001278473.1,GCA_022809535.1
PDT001824830.1,
PDT001795778.1,GCA_030377535.1
PDT001825575.2,GCA_030516785.1
PDT001603343.1,GCA_028447685.1
PDT001506209.1,GCA_026559375.1
PDT002152128.1,
PDT002239515.1,GCA_040444485.1
PDT001956988.1,GCA_033136905.1
PDT002036445.1,GCA_034507695.1
PDT002097539.1,
PDT001445219.1,GCA_025598935.1
PDT002261649.1,GCA_040790335.1
PDT000342134.2,GCA_900477055.2
PDT000660177.1,
PDT000354392.1,GCA_900495735.1
PDT000633867.1,
PDT000882519.1,
PDT001192545.1,
PDT002075034.1,GCA_036528415.1
PDT001491742.1,
PDT001898904.1,GCA_031875725.1
PDT000964963.1,GCA_016888585.1
PDT001328030.3,GCA_023800375.3
PDT001159216.3,GCA_020576125.3
PDT000899125.3,GCA_016472035.3
PDT001164340.4,GCA_020680825.3
PDT001649935.3,GCA_028937505.3
PDT000898430.3,GCA_016472495.3
PDT000104537.1,GCA_001541685.1
PDT000094624.1,GCA_001441405.1
PDT000114220.2,GCA_016700475.2
PDT000114267.2,GCA_016524845.2
PDT000642518.1,GCA_009736705.1
PDT000431524.1,GCA_016511395.1
PDT000417647.1,GCA_003940105.1
PDT001362926.1,GCA_024295235.1
PDT002172108.1,GCA_039715375.1
PDT001127694.1,GCA_019920215.1
PDT000980429.1,GCA_017168655.1
PDT000857487.1,GCA_014858045.1
PDT001506034.1,GCA_026562795.1
PDT001231346.1,GCA_021571575.1
PDT000866540.1,GCA_016477265.1
PDT002169715.1,GCA_039677725.1
PDT000605740.1,GCA_008981025.1
PDT002029813.1,GCA_034365785.1
PDT001766014.1,GCA_030130785.1
PDT002098515.1,GCA_037004545.1
PDT002152115.1,
PDT002152078.1,
PDT002152141.1,
PDT001957325.1,GCA_033129905.1
PDT002247308.1,GCA_040596895.1
PDT002247442.1,GCA_040598955.1
PDT002344717.1,
PDT000424132.1,GCA_016511915.1
PDT000746468.1,
PDT001194218.1,
PDT001192408.1,
PDT001262791.1,GCA_022544875.1
PDT001994808.1,GCA_033878915.1
PDT000928420.3,GCA_016545005.3
PDT002337399.1,
PDT001114956.1,GCA_019724915.1
PDT001264587.3,GCA_022587215.3
PDT002139406.1,GCA_038292105.1
PDT000114333.2,GCA_016523295.2
PDT000209035.1,GCA_002137045.1
PDT000503286.1,GCA_005298065.1
PDT001952730.1,GCA_032940475.1
PDT000632666.1,
PDT000729676.1,GCA_012935125.1
PDT000659539.1,
PDT000837941.1,GCA_014560305.1
PDT001095966.2,GCA_019323825.1
PDT002168806.1,GCA_039658655.1
PDT001383129.1,GCA_024617105.1
PDT001283635.1,GCA_022934525.1
PDT001465495.1,GCA_025849535.1
PDT001469581.1,GCA_025895805.1
PDT001792480.1,GCA_030363935.1
PDT002152098.1,
PDT002152080.1,
PDT002129970.1,
PDT002140768.1,
PDT000354312.1,GCA_900494775.1
PDT000659555.1,
PDT001491595.1,
PDT001493692.1,GCA_026348275.1
PDT000659582.1,
PDT002059548.1,GCA_958316315.1
PDT000980437.1,GCA_017169025.1
PDT001671874.1,GCA_029437945.1
PDT002365249.1,GCA_041888965.1
PDT002078316.1,GCA_036624365.1
PDT001174148.3,GCA_020863725.3
PDT001306059.3,GCA_023351635.3
PDT000534390.1,GCA_006492155.1
PDT000209048.1,GCA_002137295.1
PDT001673397.1,GCA_029541145.1
PDT000751402.1,GCA_016485725.1
