target_acc,asm_acc
PDT001509426.1,GCA_026599635.1
PDT000920813.1,GCA_016113325.1
PDT000519051.2,GCA_006094915.1
PDT001307482.1,
PDT001307463.1,
PDT001685371.1,GCA_029642085.1
PDT001606547.1,
PDT001593973.1,GCA_028196865.1
PDT001976308.1,GCA_033560855.1
PDT001606838.1,GCA_028466355.1
PDT001231646.1,GCA_021575175.1
PDT001224431.1,GCA_021477845.1
PDT001385780.1,GCA_024594335.1
PDT001772286.1,GCA_030207315.1
PDT001005939.1,GCA_017918565.1
PDT001772275.1,GCA_030207095.1
PDT001076387.1,GCA_018985635.1
PDT002057308.1,GCA_035789135.1
PDT001538796.1,GCA_027148485.1
PDT001538869.1,GCA_027144985.1
PDT001538813.1,GCA_027145565.1
PDT001538689.1,GCA_027148765.1
PDT001599796.1,GCA_028397015.1
PDT001578382.1,GCA_027981165.1
PDT001578397.1,GCA_027980225.1
PDT001607078.1,GCA_028509995.1
PDT001607097.1,GCA_028509815.1
PDT001539917.1,
PDT000843962.1,GCA_014692815.1
PDT001115827.1,GCA_019717355.1
PDT001607365.1,GCA_028513575.1
PDT001342484.1,GCA_023853985.1
PDT001342290.1,GCA_023849975.1
PDT001443913.1,GCA_025563015.1
PDT001596040.1,
PDT001596067.1,
PDT002011566.1,GCA_033997665.1
PDT002011429.1,GCA_033999525.1
PDT000916500.1,GCA_016016015.1
PDT001575692.1,GCA_028009305.1
PDT001575751.1,GCA_028008325.1
PDT001572770.1,GCA_027850495.1
PDT000925941.1,GCA_016425625.1
PDT001567289.1,
PDT001579045.1,
PDT001520529.1,GCA_026841735.1
PDT001520253.1,GCA_026847195.1
PDT001521389.1,GCA_026830925.1
PDT001568481.1,GCA_027780945.1
PDT001519925.1,GCA_026853075.1
PDT000942953.1,GCA_017197755.1
PDT001571708.1,GCA_027840575.1
PDT001571793.1,GCA_027844675.1
PDT001571721.1,GCA_027840435.1
PDT000952981.1,GCA_016830615.1
PDT001162721.1,GCA_020590775.1
PDT001528364.1,GCA_026924725.1
PDT001522083.1,GCA_026821275.1
PDT001522226.1,GCA_026819485.1
PDT001528526.1,GCA_026926655.1
PDT001522527.1,GCA_026814945.1
PDT001569653.1,GCA_027803375.1
PDT001569251.1,GCA_027801055.1
PDT001646740.1,GCA_029004435.1
PDT001324991.1,GCA_023654925.1
PDT001601498.1,
PDT002092543.1,
PDT001082334.1,GCA_019099225.1
PDT001115785.1,GCA_019716515.1
PDT001115840.1,GCA_019717615.1
PDT001115674.1,GCA_019714285.1
PDT001077488.1,GCA_019014105.1
PDT001077756.1,GCA_019017585.1
PDT001077566.1,GCA_019015665.1
PDT000844015.1,GCA_014693955.1
PDT001083680.1,GCA_019121855.1
PDT002286974.1,
PDT001654339.1,GCA_032283545.1
PDT001094649.1,GCA_019294905.1
PDT001502051.1,GCA_026526795.1
PDT002089170.1,
PDT001502301.1,GCA_026512005.1
PDT001501908.1,GCA_026530575.1
PDT001718682.1,GCA_033752895.1
PDT001217995.1,GCA_021420305.1
PDT001245365.1,
PDT002242030.1,GCA_040529685.1
PDT001592868.1,
PDT001825620.1,GCA_030518475.1
PDT001317020.1,GCA_023592185.1
PDT001408766.1,GCA_024896055.1
PDT001516395.1,GCA_026742595.1
PDT001516345.1,GCA_026742035.1
PDT001323599.1,GCA_023674165.1
PDT001583484.1,GCA_028079335.1
PDT001249999.1,GCA_022214535.1
PDT001592364.1,GCA_028186085.1
PDT001299301.1,GCA_023198085.1
PDT001607013.1,GCA_028508235.1
PDT001528490.1,GCA_026928705.1
PDT001528475.1,GCA_026929285.1
PDT001720829.1,GCA_033705215.1
PDT001600639.1,GCA_028422845.1
PDT001385758.1,GCA_024593895.1
PDT001640169.1,GCA_028765975.1
PDT001507707.1,GCA_026589155.1
PDT001501196.1,GCA_026436575.1
PDT001535996.1,GCA_026976635.1
PDT001589636.1,
PDT001535147.1,GCA_026999015.1
PDT001501417.1,GCA_026433375.1
PDT001578812.1,GCA_027964045.1
PDT001535224.1,GCA_026993875.1
PDT001500936.1,GCA_026441455.1
PDT001536320.1,GCA_026970795.1
PDT001535871.1,GCA_026980205.1
PDT001836125.1,GCA_032032895.1
PDT001534671.1,GCA_027064915.1
PDT001535130.1,GCA_027020085.1
PDT001077396.1,GCA_018998005.1
PDT000974907.1,GCA_017084105.1
PDT001316669.1,GCA_023596725.1
PDT000974928.1,GCA_017083965.1
PDT001324163.1,GCA_023760125.1
PDT000995399.1,GCA_017664255.1
PDT002383360.1,GCA_041924265.1
PDT001409740.1,GCA_024915655.1
PDT001409778.1,GCA_024916415.1
PDT001534394.1,GCA_027089245.1
PDT001578834.1,GCA_027963465.1
PDT001578817.1,GCA_027963945.1
PDT001578800.1,GCA_027964425.1
PDT001578884.1,GCA_027961725.1
PDT000813658.1,GCA_009457535.1
PDT001500992.1,GCA_026440175.1
PDT001501183.1,GCA_026436855.1
PDT001501287.1,GCA_026434475.1
PDT001507677.1,GCA_026589615.1
PDT001949367.1,GCA_032907805.1
PDT001949531.1,GCA_032911085.1
PDT001214526.1,GCA_021327975.1
PDT001563430.1,GCA_027651365.1
PDT001559933.1,GCA_027798675.1
PDT001563703.1,GCA_027656285.1
PDT001563675.1,GCA_027656425.1
PDT001563101.1,GCA_027877225.1
PDT000108723.2,GCA_015616565.2
PDT001607345.1,GCA_028513815.1
PDT001564566.1,GCA_027876065.1
PDT001564072.1,GCA_027701405.1
PDT001559460.1,GCA_027821735.1
PDT001559682.1,GCA_027814735.1
PDT001544056.1,
PDT001559494.1,
PDT002090912.1,
PDT001564980.1,GCA_027749255.1
PDT001564967.1,GCA_027749715.1
PDT001565470.1,GCA_027734925.1
PDT001565115.1,GCA_027746555.1
PDT001565371.1,GCA_027743085.1
PDT001820351.1,GCA_030487965.1
PDT001700457.1,GCA_032375005.1
PDT001562382.1,GCA_027649825.1
PDT002090417.1,
PDT001561753.1,GCA_027629545.1
PDT001561384.1,GCA_027642605.1
PDT001561346.1,GCA_027643365.1
PDT001561386.1,GCA_027642565.1
PDT001561351.1,GCA_027643245.1
PDT001889205.1,GCA_031619595.1
PDT001562783.1,GCA_027645585.1
PDT002097443.1,
PDT001562586.1,GCA_027647705.1
PDT002090690.1,
PDT001562813.1,GCA_027632325.1
PDT001601941.1,GCA_028457655.1
PDT001601965.1,GCA_028457465.1
PDT002032111.1,
PDT001561263.1,GCA_027719565.1
PDT001606981.1,
PDT001783565.1,GCA_030289035.1
PDT001783507.1,GCA_030287745.1
PDT001250936.1,GCA_022238235.1
PDT001640277.1,GCA_028804275.1
PDT001640328.1,GCA_028806355.1
PDT001642617.1,GCA_028984945.1
PDT001644079.1,GCA_028950765.1
PDT001645314.1,GCA_028923605.1
PDT001644939.1,GCA_028932685.1
PDT001642920.1,GCA_028978325.1
PDT001644391.1,GCA_028944705.1
PDT001644932.1,GCA_028932825.1
PDT001645283.1,GCA_028924905.1
PDT001644396.1,GCA_028944605.1
PDT001642812.1,GCA_028980425.1
PDT001652651.1,GCA_029041275.1
PDT001643766.1,GCA_028958985.1
PDT001643313.1,GCA_028970105.1
PDT001643571.1,GCA_028964045.1
PDT001644767.1,GCA_028935965.1
PDT001644462.1,GCA_028943525.1
PDT001644099.1,GCA_028950365.1
PDT001652516.1,GCA_029043965.1
PDT001644860.1,GCA_028934165.1
PDT001647789.1,GCA_028904565.1
PDT001644545.1,GCA_028941885.1
PDT001642654.1,GCA_028984175.1
PDT001643544.1,GCA_028964585.1
PDT001642891.1,GCA_028978985.1
PDT001643551.1,GCA_028964505.1
PDT001643145.1,GCA_028973245.1
PDT001643371.1,GCA_028968605.1
PDT001643733.1,GCA_028959645.1
PDT001644335.1,GCA_028945765.1
PDT001652477.1,GCA_029044765.1
PDT001642695.1,GCA_028983295.1
PDT001643674.1,GCA_028960885.1
PDT001644032.1,GCA_029646925.1
PDT001643142.1,GCA_028973305.1
PDT001697025.1,GCA_029853435.1
PDT001874145.1,GCA_031250335.1
PDT002013999.1,GCA_034043275.1
PDT001808953.1,GCA_030387295.1
PDT001808970.1,GCA_030387635.1
PDT001793011.1,GCA_030351685.1
PDT001690725.1,GCA_029765735.1
PDT001690749.1,GCA_029766215.1
PDT001913855.1,GCA_032375665.1
PDT001694100.1,GCA_029813695.1
PDT001720157.1,GCA_029948525.1
PDT002032442.1,
PDT001851720.1,GCA_030717605.1
PDT001906424.1,GCA_031933105.1
PDT001773230.1,GCA_030240895.1
PDT001507709.1,GCA_026589175.1
PDT001507630.1,GCA_026591375.1
PDT001507533.1,GCA_026593155.1
PDT001507699.1,GCA_026589275.1
PDT001773444.1,GCA_030245765.1
PDT001507715.1,GCA_026589115.1
PDT001507443.1,GCA_026609715.1
PDT001860996.1,GCA_031533605.1
PDT001836168.2,GCA_031773785.1
PDT000284353.2,GCA_900251045.1
PDT001896852.1,GCA_031889485.1
PDT001955998.1,GCA_033036435.1
PDT001908138.1,GCA_032139715.1
PDT001931520.1,GCA_032652625.1
PDT001931565.1,GCA_032653865.1
PDT001214544.1,GCA_021328355.1
PDT001975194.1,GCA_033497635.1
PDT001975354.1,GCA_033494695.1
PDT001975351.1,GCA_033494735.1
PDT002181091.1,GCA_039892655.1
PDT002181137.1,GCA_039893915.1
PDT002261758.1,GCA_040788165.1
PDT002261701.1,GCA_040787025.1
PDT002257310.1,GCA_040718415.1
PDT002181090.1,GCA_039892615.1
PDT002100258.1,GCA_037020505.1
PDT002089949.1,
PDT001561232.1,GCA_027720185.1
PDT002132617.1,GCA_037992865.1
PDT002154840.1,GCA_039049605.1
PDT002154824.1,GCA_039048815.1
PDT002256779.1,
PDT002256794.1,
PDT002039511.2,GCA_034554735.1
PDT002287278.1,
PDT002286639.1,
PDT002287241.1,
PDT002287190.1,
PDT002286617.1,
PDT002286615.1,
PDT002286590.1,
PDT001115735.1,GCA_019715505.1
PDT002075592.1,GCA_036532995.1
PDT002286820.1,
PDT002286476.1,
PDT002286618.1,
PDT002339480.1,
PDT002339296.1,
PDT002339723.1,
PDT002339416.1,
PDT002339933.1,
PDT001299296.1,GCA_023197985.1
PDT002383346.1,GCA_041923985.1
PDT001571039.1,GCA_027832735.1
PDT001711908.1,
PDT001715241.1,
PDT001711663.1,GCA_033868335.1
PDT001715526.1,GCA_033779175.1
PDT001714323.1,
PDT000132713.2,GCA_900081665.1
PDT001713888.1,
PDT001714129.1,
PDT001715200.1,
PDT001715048.1,
PDT001715531.1,GCA_033779095.1
PDT001712054.1,GCA_033846685.1
PDT001715807.1,GCA_033773875.1
PDT001714625.1,
PDT001713244.1,
PDT001714573.1,
PDT001715572.1,GCA_033778335.1
PDT001711642.1,GCA_032266535.1
PDT001715871.1,GCA_033772635.1
PDT001714520.1,
PDT001714925.1,
PDT000132953.2,GCA_900081185.1
PDT001715113.1,
PDT001452553.1,GCA_025689505.1
PDT000080286.2,GCA_001231305.1
PDT001545846.1,GCA_027296575.1
PDT001532598.1,GCA_027129315.1
PDT001532451.1,GCA_027134435.1
PDT001532179.1,GCA_027152385.1
PDT001532650.1,
PDT001532107.1,GCA_027161625.1
PDT001532500.1,GCA_027133255.1
PDT001532316.1,GCA_027137775.1
PDT001739680.1,
PDT001546365.1,GCA_027283425.1
PDT001510387.1,
PDT000117528.2,GCA_900048195.1
PDT000119000.2,GCA_900033745.1
PDT000116433.2,GCA_900040975.1
PDT000117701.2,GCA_900049435.1
PDT000118655.2,GCA_900041835.1
PDT000090499.2,GCA_001353075.1
PDT000079097.2,GCA_001197375.1
PDT000079181.2,GCA_001199135.1
PDT000090442.2,GCA_001351935.1
PDT000079192.2,GCA_001199375.1
PDT001961214.1,
PDT001579139.1,
PDT001598164.1,GCA_028365695.1
PDT001598202.1,GCA_028364955.1
PDT000090413.2,GCA_001351355.1
PDT001543841.1,
PDT001543794.1,
PDT001541377.1,GCA_027210505.1
PDT001541174.1,GCA_027215685.1
PDT001541429.1,GCA_027211385.1
PDT001554599.1,GCA_027514435.1
PDT001554055.1,GCA_027525305.1
PDT001555030.1,GCA_027505845.1
PDT001554025.1,GCA_027525885.1
PDT001553081.1,GCA_027537765.1
PDT001554164.1,GCA_027523105.1
PDT001599721.1,
PDT001554325.1,GCA_027519885.1
PDT001553855.1,
PDT001554918.1,GCA_027508065.1
PDT001599700.1,
PDT001553506.1,
PDT001553365.1,
PDT001700391.1,
PDT001554323.1,GCA_027519925.1
PDT001554982.1,GCA_027506785.1
PDT001556107.1,GCA_027546205.1
PDT001645806.1,
PDT000670342.2,GCA_902717315.1
PDT000907584.1,
PDT001527801.1,
PDT001567637.1,
PDT001540691.1,GCA_027196405.1
PDT001540794.1,GCA_027191165.1
PDT001646286.1,
PDT001595565.1,
PDT001506645.1,
PDT001506925.1,
PDT001563011.1,GCA_027711185.1
PDT001533430.1,GCA_027111795.1
PDT001598524.1,
PDT000811171.1,
PDT000810643.1,
PDT000812291.1,
PDT000811352.1,
PDT000810530.1,
PDT000810388.1,
PDT000811981.1,
PDT001583217.1,GCA_028076655.1
PDT001543454.1,GCA_027245805.1
PDT002064041.1,
PDT001539199.1,GCA_027166545.1
PDT001669237.1,GCA_029395655.1
PDT001669546.1,GCA_029389175.1
PDT001668011.1,GCA_029403285.1
PDT001667972.1,GCA_029678865.1
PDT001669380.1,GCA_029392455.1
PDT001454625.1,GCA_025722655.1
PDT001299255.1,GCA_023170045.1
PDT002131566.1,
PDT002073620.1,
PDT000772703.2,GCA_903798485.1
PDT001511076.1,GCA_026642865.1
PDT001511665.1,GCA_026630915.1
PDT001511053.1,GCA_026643335.1
PDT000811796.1,GCA_015574195.1
PDT000080426.2,GCA_001236565.1
PDT001529048.1,GCA_026939205.1
PDT001528977.1,GCA_026941925.1
PDT001820395.1,GCA_030488845.1
PDT000790389.2,GCA_903804195.1
PDT000790747.2,GCA_903805935.1
PDT000790893.2,GCA_903806335.1
PDT000790939.2,GCA_903806795.1
PDT000772402.2,GCA_903812025.1
PDT000790754.2,GCA_903805955.1
PDT001509774.2,
PDT001591261.1,
PDT000423451.1,GCA_015607645.1
PDT000184810.2,GCA_015611185.2
PDT001525890.1,
PDT001526020.1,
PDT001574302.1,
PDT001506865.1,
PDT001523551.1,GCA_026855395.1
PDT001523413.1,GCA_026859675.1
PDT001533753.1,GCA_027104615.1
PDT001574256.1,
PDT001573923.1,
PDT001574282.1,
PDT001574234.1,
PDT001573914.1,
PDT001525835.1,
PDT001700426.1,GCA_030883965.1
PDT001559434.1,GCA_027822275.1
PDT001739768.1,GCA_033538455.1
PDT001539364.1,
PDT001539410.1,
PDT001710821.1,
PDT001710364.1,
PDT001710693.1,
PDT001710172.1,
PDT001710521.1,
PDT001720448.1,
PDT001585731.1,GCA_028087245.1
PDT001545955.1,GCA_027291865.1
PDT001590756.1,
PDT001337529.1,GCA_024022315.1
PDT001337514.1,GCA_024022615.1
PDT001345689.1,
PDT001337338.1,
PDT001337467.1,
PDT001337640.1,GCA_024020155.1
PDT001345139.1,
PDT000884201.1,
PDT001600609.1,GCA_028434685.1
PDT001553228.1,GCA_027534405.1
PDT001509757.1,
PDT001597968.1,GCA_029680965.1
PDT001597929.1,GCA_028354805.1
PDT001569779.1,
PDT001523747.1,
PDT001523812.1,
PDT000804974.2,GCA_903987585.1
