target_acc,asm_acc
PDT001546864.1,GCA_027303965.1
PDT001582644.1,
PDT001557087.1,
PDT001695143.1,GCA_030898765.1
PDT000423400.1,GCA_015608505.1
PDT000184766.2,GCA_015611955.2
PDT001564196.1,
PDT001589691.1,
PDT001525945.1,
PDT001550708.1,
PDT001550721.1,
PDT001574054.1,
PDT001574311.1,
PDT001501705.1,GCA_026425975.1
PDT001710705.1,
PDT001710784.1,
PDT001710383.1,
PDT001710840.1,
PDT001710197.1,
PDT001710915.1,
PDT001710768.1,
PDT001579294.1,GCA_027956705.1
PDT001344642.1,
PDT001344798.1,
PDT001337536.1,GCA_024022175.1
PDT001347022.1,
PDT000887044.1,
PDT001600614.1,GCA_028425765.1
PDT001598651.1,GCA_028387155.1
PDT001596651.1,GCA_028303905.1
PDT000361589.2,GCA_900458155.1
PDT001551880.1,
PDT001529190.1,GCA_026962255.1
PDT001557295.1,GCA_027598285.1
PDT001550022.1,GCA_027479465.1
PDT001550171.1,GCA_027477915.1
PDT001549959.1,GCA_027481185.1
PDT001550164.1,GCA_027476675.1
PDT001608314.1,GCA_028537485.1
PDT001086065.1,GCA_910589465.1
PDT001694378.1,GCA_030906085.1
PDT001539982.1,
PDT001540227.1,
PDT001539855.1,
PDT001493888.1,GCA_026345535.1
PDT001648649.1,
PDT001976727.1,GCA_033524115.1
PDT001976259.1,GCA_033532295.1
PDT001976539.1,GCA_033570185.1
PDT002089012.1,
PDT002031948.1,
PDT002032206.1,
PDT001720174.1,GCA_029948865.1
PDT002031998.1,
PDT001720257.1,GCA_029950555.1
PDT001720254.1,GCA_029950465.1
PDT001720238.1,GCA_029950155.1
PDT001881845.1,GCA_031346825.1
PDT001961685.1,GCA_033169975.1
PDT001955386.1,GCA_033111435.1
PDT002033870.1,
PDT002033500.1,
PDT002117746.1,GCA_963993945.1
PDT002276607.1,
PDT000108859.2,GCA_015615225.2
PDT001564418.1,GCA_027880305.1
PDT000108716.2,GCA_015616525.2
PDT001601915.1,GCA_028458885.1
PDT000070787.2,GCA_001067445.1
PDT001567392.1,
PDT001440305.1,GCA_025505795.1
PDT002147344.1,GCA_038509245.1
PDT001440520.2,GCA_025535575.2
PDT000655909.1,GCA_015594105.1
PDT001508540.2,GCA_026582145.2
PDT000284575.2,GCA_002905145.1
PDT000589522.1,GCA_015601755.1
PDT001503179.1,GCA_026500785.1
PDT001500130.4,GCA_026476565.1
PDT001500214.1,GCA_026449485.1
PDT001499433.3,GCA_026457105.1
PDT001500367.4,GCA_026474025.1
PDT001500470.1,GCA_026447145.1
PDT001516995.1,GCA_026745575.1
PDT001590480.1,GCA_028157245.1
PDT001569063.1,GCA_027760825.1
PDT001568286.1,GCA_027783885.1
PDT001568446.1,GCA_027781485.1
PDT001538465.1,GCA_027139115.1
PDT001187797.1,GCA_021012195.1
PDT000210123.2,GCA_002124325.1
PDT000229797.2,GCA_002225245.1
PDT000812748.1,GCA_015570755.1
PDT000605612.2,GCA_008936355.1
PDT000904654.1,GCA_015728645.1
PDT001998654.1,GCA_033907205.1
PDT001998439.1,GCA_033911445.1
PDT001998215.1,GCA_033915925.1
PDT000408106.2,GCA_003721195.1
PDT000711663.2,GCA_011292275.1
PDT001524136.1,GCA_026865575.1
PDT001524266.1,GCA_026869815.1
PDT001597710.1,
PDT000400990.2,GCA_003697285.1
PDT000813586.1,GCA_004681195.1
PDT001538735.1,GCA_027147265.1
PDT001556913.1,
PDT001823830.1,GCA_032421625.1
PDT000813757.1,GCA_009459515.1
PDT000813599.1,GCA_009456365.1
PDT000813711.1,GCA_009458595.1
PDT001609726.1,GCA_028552625.1
PDT001609732.1,GCA_028554305.1
PDT001530479.1,GCA_027204465.1
PDT001530400.1,GCA_027206585.1
PDT001530734.1,GCA_027189125.1
PDT001530993.1,GCA_027184105.1
PDT001531179.1,GCA_027180355.1
PDT001526647.1,GCA_026920035.1
PDT001017101.1,GCA_018212765.1
PDT001515697.1,GCA_026731875.1
PDT001515770.1,GCA_026730535.1
PDT001509372.1,GCA_026600095.1
PDT001307528.1,GCA_023361745.1
PDT001307465.1,
PDT001601471.1,GCA_028454405.1
PDT001285226.1,GCA_022899495.1
PDT001606566.1,
PDT001606544.1,
PDT001606562.1,
PDT001606549.1,
PDT001594042.1,GCA_028195425.1
PDT001224726.1,GCA_021484285.1
PDT001231491.1,GCA_021574415.1
PDT001231672.1,GCA_021575695.1
PDT001378877.2,GCA_024548965.1
PDT001224682.1,GCA_021482865.1
PDT001231671.1,GCA_021575675.1
PDT001525610.1,GCA_026892795.1
PDT001578431.1,GCA_027978375.1
PDT001607065.1,GCA_028510155.1
PDT001534810.1,GCA_027043335.1
PDT000871199.1,GCA_015541665.1
PDT000933121.1,GCA_016621585.1
PDT000839803.2,GCA_014638515.1
PDT000847768.2,GCA_014695085.1
PDT001595942.1,GCA_028212975.1
PDT001022842.2,GCA_018308035.1
PDT001022726.2,GCA_018305735.1
PDT000880795.1,GCA_015235175.1
PDT001596027.1,
PDT001519169.1,GCA_026771855.1
PDT001519107.1,GCA_026773645.1
PDT001519148.1,GCA_026773905.1
PDT002011443.1,GCA_034001405.1
PDT001519123.1,GCA_026773455.1
PDT000916461.1,GCA_016015225.1
PDT000916355.1,GCA_016013115.1
PDT000916390.1,GCA_016013815.1
PDT001575677.1,GCA_028009545.1
PDT001263842.1,GCA_022549875.1
PDT001595742.1,
PDT001521462.1,
PDT001520241.1,GCA_026847415.1
PDT001568663.1,GCA_027779345.1
PDT001521222.1,GCA_026833495.1
PDT001595716.1,
PDT001519954.1,GCA_026852555.1
PDT001571782.1,GCA_027839255.1
PDT001571723.1,GCA_027840385.1
PDT001059193.1,GCA_018682075.1
PDT001612117.1,GCA_028589765.1
PDT001162688.1,GCA_020588875.1
PDT001501064.1,GCA_026439035.1
PDT001522108.1,GCA_026820785.1
PDT001569176.1,GCA_027817085.1
PDT001324988.1,GCA_023654865.1
PDT002092551.1,
PDT001610737.1,GCA_028558875.1
PDT001597467.1,
PDT001148279.1,GCA_020388195.1
PDT001115554.1,GCA_019711875.1
PDT001077552.1,GCA_019015385.1
PDT001112868.1,GCA_019659645.1
PDT001502215.1,GCA_026512225.1
PDT001607698.1,GCA_028519745.1
PDT001783630.1,GCA_030290335.1
PDT001600336.1,GCA_028418495.1
PDT001174351.1,GCA_020820755.1
PDT001607752.1,GCA_028521725.1
PDT001385653.1,GCA_024588495.1
PDT001676849.1,GCA_029526755.1
PDT001524915.1,GCA_026883785.1
PDT001408750.1,GCA_024895165.1
PDT001231991.1,GCA_021698475.1
PDT001232004.1,GCA_021699855.1
PDT001516399.1,GCA_026740495.1
PDT001516472.1,GCA_026742255.1
PDT001783578.1,GCA_030289295.1
PDT001527069.1,GCA_026910325.1
PDT001527072.1,GCA_026938365.1
PDT001536149.1,GCA_026974515.1
PDT001536256.1,GCA_026972315.1
PDT001535930.1,GCA_026978935.1
PDT001536059.1,GCA_026975135.1
PDT001535209.1,GCA_026987885.1
PDT001536364.1,GCA_026970095.1
PDT001534745.1,GCA_027057805.1
PDT001077851.1,GCA_019019485.1
PDT001355448.1,GCA_024178475.1
PDT000995024.1,GCA_017667355.1
PDT001049415.1,GCA_018605385.1
PDT001409779.1,GCA_024916425.1
PDT001578860.1,GCA_027962385.1
PDT001578916.1,GCA_027960745.1
PDT001501222.1,GCA_026436115.1
PDT001578765.1,GCA_027965285.1
PDT001507790.1,GCA_026587935.1
PDT001486220.1,GCA_026162445.1
PDT001214523.1,GCA_021327915.1
PDT001564667.1,GCA_027874365.1
PDT001562975.1,GCA_027712605.1
PDT001563595.1,GCA_027657865.1
PDT001564218.1,GCA_027881045.1
PDT000343326.3,GCA_003236215.2
PDT001561805.1,GCA_027628665.1
PDT001098054.1,
PDT001559328.1,GCA_027824515.1
PDT001565439.1,GCA_027742665.1
PDT001820370.1,GCA_030488345.1
PDT002040620.1,GCA_034650545.1
PDT001561430.1,GCA_027641685.1
PDT002091144.1,
PDT002090576.1,
PDT002091065.1,
PDT001561802.1,GCA_027628705.1
PDT001561746.1,GCA_027629905.1
PDT001294669.1,GCA_023112615.1
PDT002090532.1,
PDT002090635.1,
PDT001561229.1,GCA_027720245.1
PDT001561201.1,GCA_027720805.1
PDT001562839.1,GCA_027645125.1
PDT001562513.1,GCA_027634885.1
PDT001559678.1,GCA_027814795.1
PDT001562232.1,GCA_027652425.1
PDT001566386.1,GCA_027755465.1
PDT001562025.1,GCA_027718685.1
PDT001566302.1,GCA_027766725.1
PDT001783628.1,GCA_030290295.1
PDT001783586.1,GCA_030289455.1
PDT001783634.1,GCA_030290415.1
PDT001656173.1,GCA_029078485.1
PDT001642574.1,GCA_028985785.1
PDT001643508.1,GCA_028965325.1
PDT001643954.1,GCA_028953055.1
PDT001644411.1,GCA_028944305.1
PDT001643993.1,GCA_028952305.1
PDT001643880.1,GCA_028954845.1
PDT001643792.1,GCA_028958465.1
PDT001645049.1,GCA_028930305.1
PDT001793287.1,GCA_030357545.1
PDT001690745.1,GCA_029766125.1
PDT002331323.1,GCA_041354335.1
PDT001507826.1,GCA_026587255.1
PDT001773222.1,GCA_030240725.1
PDT001507562.1,GCA_026592615.1
PDT001773467.1,GCA_030246205.1
PDT001773342.1,GCA_030243385.1
PDT002286794.1,
PDT001592737.1,
PDT001908108.1,GCA_032138865.1
PDT001975189.1,GCA_033497735.1
PDT001984265.1,GCA_033654165.1
PDT001975260.1,GCA_033496435.1
PDT002164906.1,GCA_039634805.1
PDT002261819.1,GCA_040789385.1
PDT002038652.1,GCA_034497645.1
PDT001646747.1,GCA_029004135.1
PDT002090083.1,
PDT002089166.1,
PDT002132532.1,GCA_037991155.1
PDT002122857.1,GCA_037478255.1
PDT002125381.1,
PDT001311039.1,GCA_023500805.1
PDT001311038.1,GCA_023501865.1
PDT001077800.1,GCA_019018445.1
PDT002286551.1,
PDT002286554.1,
PDT002287234.1,
PDT002287169.1,
PDT002287095.1,
PDT002286479.1,
PDT002257022.1,
PDT002339267.1,
PDT002247919.1,
PDT001592349.1,GCA_028186525.1
PDT000371436.2,GCA_003423465.1
PDT000371237.2,GCA_003418615.1
PDT001607625.1,GCA_029680645.1
PDT001714879.1,
PDT001713938.1,
PDT001712133.1,GCA_033845785.1
PDT001714455.1,
PDT001712037.1,
PDT001713936.1,
PDT001712428.1,GCA_033831765.1
PDT000132732.2,GCA_900080605.1
PDT001711909.1,
PDT001711928.1,
PDT001715265.1,
PDT000132811.2,GCA_900080275.1
PDT001715856.1,GCA_033772935.1
PDT001713999.1,
PDT001714165.1,
PDT001713991.1,
PDT001713241.1,
PDT001713350.1,
PDT001712927.1,GCA_032221845.1
PDT001714203.1,
PDT001712171.1,GCA_033844205.1
PDT001714040.1,
PDT001714936.1,
PDT001713077.1,GCA_033823645.1
PDT000080138.2,GCA_001226365.1
PDT000681763.2,GCA_902722235.1
PDT000090338.2,GCA_001349395.1
PDT001532281.1,GCA_027138495.1
PDT001532677.1,
PDT000079461.2,GCA_001205035.1
PDT001540354.1,GCA_027205605.1
PDT000079645.2,GCA_001208925.1
PDT001598185.1,GCA_028365215.1
PDT001739733.1,GCA_033539135.1
PDT001555074.1,GCA_027504985.1
PDT001555019.1,GCA_027506055.1
PDT001554474.1,GCA_027516925.1
PDT001554286.1,GCA_027520585.1
PDT001553917.1,
PDT001554773.1,GCA_027510945.1
PDT000115935.2,GCA_900018235.1
PDT001725718.1,
PDT001499730.5,GCA_026486965.1
PDT001520676.1,
PDT001567547.1,
PDT001521037.1,GCA_026899205.1
PDT001520385.1,GCA_026844855.1
PDT001553069.1,GCA_027538045.1
PDT000812122.1,
PDT000811893.1,
PDT000811102.1,
PDT000810439.1,
PDT001669674.1,GCA_029386675.1
PDT001529035.1,GCA_026939395.1
PDT000790801.2,GCA_903806085.1
PDT000772686.2,GCA_903813235.1
PDT000772866.2,GCA_903800115.1
PDT000772428.2,GCA_903812325.1
PDT000772588.2,GCA_903802235.1
PDT000772383.2,GCA_903811835.1
PDT001739191.1,
PDT001579716.1,
PDT001591275.1,
PDT000423459.1,GCA_015607345.1
PDT001685421.1,GCA_029641355.1
PDT001589719.1,
PDT001550713.1,
PDT001574240.1,
PDT001574296.1,
PDT000362044.2,GCA_900323965.1
PDT001710630.1,
PDT001710254.1,
PDT001710689.1,
PDT001710412.1,
PDT001710765.1,
PDT001696662.1,GCA_030888515.1
PDT001579360.1,GCA_027955225.1
PDT001337346.1,
PDT001337321.1,
PDT001337453.1,
PDT001337381.1,
PDT001337550.1,GCA_024021875.1
PDT001193300.1,
PDT000887016.1,
PDT002033363.1,
PDT001344657.1,
PDT001597930.2,GCA_028362035.1
PDT001523797.1,
PDT001598646.1,GCA_028392405.1
PDT001691379.1,GCA_029821965.1
PDT001596564.1,GCA_028311965.1
PDT001515235.1,
PDT001012997.1,GCA_018164895.1
PDT001529382.1,GCA_026957375.1
PDT001592853.1,
PDT001550098.1,GCA_027489575.1
PDT001613123.1,
PDT001608410.1,GCA_028535755.1
PDT001528254.1,
PDT001528203.1,
PDT001544853.1,
PDT001544711.1,
PDT001218103.1,GCA_021563155.1
PDT000974714.1,GCA_017090885.1
PDT002332694.1,
PDT001336426.1,GCA_023744765.1
PDT000791347.2,GCA_903810825.1
PDT001825067.1,GCA_032395225.1
PDT001576128.1,GCA_028003405.1
PDT001700405.1,
PDT001976105.1,GCA_033534425.1
PDT001561287.1,GCA_027719085.1
PDT001976422.1,GCA_033558995.1
PDT001976808.1,GCA_033559855.1
PDT002088995.1,
PDT001720177.1,GCA_029948925.1
PDT002031934.1,
PDT001828260.1,
PDT002032326.1,
PDT001828291.1,
PDT001902033.1,GCA_032000345.1
PDT001914396.1,GCA_032383195.1
PDT001590737.1,
PDT001906162.1,
PDT002033749.1,
PDT001510049.1,
PDT002033787.1,
PDT002373012.1,
PDT001717715.1,GCA_029927585.1
PDT000108807.2,GCA_015616045.2
PDT000066796.3,GCA_001019135.2
PDT001571691.1,
PDT001507963.1,
PDT000084432.2,GCA_001295225.1
PDT001527912.1,
PDT001528000.1,
PDT002136291.1,GCA_038079335.1
PDT002080296.1,GCA_036631865.1
PDT000655916.1,GCA_015593585.1
PDT001508542.2,GCA_026582105.2
PDT001600842.1,
PDT000188888.2,GCA_002000565.1
PDT001503303.1,GCA_026498465.1
PDT001503662.1,GCA_026487265.1
PDT001695042.1,GCA_030900045.1
PDT001695031.1,GCA_030900305.1
PDT001499349.5,GCA_026481705.1
PDT001500454.3,GCA_026455625.1
PDT001498844.3,GCA_026463425.1
PDT001498870.1,GCA_026462825.1
PDT001500602.1,GCA_026444345.1
PDT001499539.1,GCA_026453505.1
PDT001500203.1,GCA_026449465.1
PDT001499750.5,GCA_026503305.1
PDT001498920.1,GCA_026462185.1
PDT001499031.1,GCA_026460525.1
PDT001500564.4,GCA_026473905.1
PDT001499020.4,GCA_026472505.1
PDT001499652.1,GCA_026452445.1
PDT001598811.1,GCA_028388875.1
PDT001568567.1,GCA_027779985.1
PDT001519931.1,GCA_026852995.1
PDT001569021.1,GCA_027764625.1
PDT001538453.1,GCA_027141945.1
PDT000050125.2,GCA_000877845.1
PDT000209949.2,GCA_002120835.1
PDT002183331.1,GCA_039953855.1
PDT001606515.1,GCA_028469185.1
PDT001512411.1,GCA_026657045.1
PDT001512221.1,GCA_026654745.1
PDT001606955.1,
PDT001713181.1,
PDT001536935.1,GCA_026995435.1
PDT001718060.1,GCA_033743235.1
PDT000848065.2,GCA_014726215.1
PDT001998325.1,GCA_033913745.1
PDT000977789.1,GCA_017155195.1
PDT000904333.1,GCA_015715975.1
PDT000204538.2,GCA_002097305.1
PDT001524251.1,GCA_026864975.1
PDT000878626.2,GCA_016082445.1
PDT000431063.2,GCA_003987975.1
PDT000430928.2,GCA_003971155.1
PDT000904217.1,GCA_015713505.1
PDT001538856.1,GCA_027145125.1
PDT001525462.1,GCA_026897235.1
PDT002052318.1,GCA_035895795.1
PDT000766312.2,GCA_013338825.1
PDT001530342.1,GCA_027245885.1
PDT001530199.1,GCA_027248265.1
PDT001530866.1,GCA_027186565.1
PDT001531237.1,GCA_027179215.1
PDT001531323.1,GCA_027177475.1
PDT000635052.2,GCA_009675005.1
PDT000693481.2,GCA_011025355.1
PDT000648436.2,GCA_009749745.1
PDT001016930.1,GCA_018209345.1
PDT000648647.2,GCA_009754325.1
PDT001599944.1,
PDT001307486.1,
PDT000752526.2,GCA_013182575.1
PDT001607019.1,GCA_028510675.1
PDT001256747.1,GCA_022405375.1
PDT001224348.1,GCA_021476375.1
PDT001231478.1,GCA_021574155.1
PDT001231688.1,GCA_021576015.1
PDT001231465.1,GCA_021573895.1
PDT001224298.1,GCA_021475385.1
PDT001538699.1,GCA_027147865.1
PDT001579822.1,GCA_028000005.1
PDT001578420.1,GCA_027978725.1
PDT001578298.1,GCA_027985305.1
PDT001672360.1,GCA_029500115.1
PDT001595961.1,GCA_028212755.1
PDT001595871.1,GCA_028214215.1
PDT001595867.1,GCA_028214295.1
PDT001595953.1,GCA_028212875.1
PDT001576200.1,GCA_028002445.1
PDT001022775.2,GCA_018306705.1
PDT001022802.2,GCA_018307235.1
PDT001443920.1,GCA_025563175.1
PDT001338534.1,GCA_023846815.1
PDT001342449.1,GCA_023853195.1
PDT002011699.1,GCA_034018155.1
PDT000916345.1,GCA_016012915.1
PDT000916408.1,GCA_016014175.1
PDT000916357.1,GCA_016013135.1
PDT000916471.1,GCA_016015405.1
PDT001692840.1,GCA_029830595.1
PDT001575788.1,GCA_028007705.1
PDT001093164.1,GCA_019280475.1
PDT001520018.1,
PDT001059157.1,GCA_018681115.1
PDT001165228.1,GCA_020664355.1
PDT001165287.1,GCA_020665535.1
PDT001165171.1,GCA_020663395.1
PDT001162628.1,GCA_020586875.1
PDT001593975.1,GCA_028196505.1
PDT001429197.1,GCA_025367795.1
PDT001148285.1,GCA_020388315.1
PDT001075185.1,GCA_018983165.1
PDT001075223.1,GCA_018983935.1
PDT001115573.1,GCA_019712255.1
PDT001077462.1,GCA_019013585.1
PDT000843998.1,GCA_014693595.1
PDT001250009.1,GCA_022221565.1
PDT001501889.1,GCA_026518525.1
PDT001501882.1,GCA_026518545.1
PDT001691389.1,GCA_029819525.1
PDT002007816.1,GCA_033957885.1
PDT001981819.1,GCA_033533815.1
PDT001174331.1,GCA_020820345.1
PDT001316975.1,GCA_023584325.1
PDT001317835.1,GCA_023601725.1
PDT001317615.1,GCA_023589865.1
PDT001408755.1,GCA_024895825.1
PDT001687506.1,GCA_029690605.1
PDT001516347.1,GCA_026742855.1
PDT001596139.1,
PDT001250950.1,GCA_022239165.1
PDT001526931.1,GCA_026937145.1
PDT001561311.1,GCA_027644045.1
PDT001640164.1,GCA_028765885.1
PDT001534866.1,GCA_027041225.1
PDT001535263.1,GCA_026983335.1
PDT001534197.1,GCA_027094375.1
PDT001534460.1,GCA_027082675.1
PDT001534703.1,GCA_027061085.1
PDT001536260.1,GCA_026972275.1
PDT001534445.1,GCA_027243735.1
PDT001534910.1,GCA_027039635.1
PDT001534324.1,GCA_027091415.1
PDT001536411.1,GCA_026969215.1
PDT001501279.1,GCA_026434675.1
PDT001536315.1,GCA_026971115.1
PDT001535172.1,GCA_026996535.1
PDT001048990.1,GCA_018586685.1
PDT001578509.1,GCA_027974685.1
PDT001578763.1,GCA_027965345.1
PDT001501044.1,GCA_026439395.1
PDT001501012.1,GCA_026439995.1
PDT001501103.1,GCA_026438235.1
PDT001501773.1,GCA_026423895.1
PDT001836349.1,GCA_032025565.1
PDT001501371.3,GCA_028159565.1
PDT001507476.1,GCA_026604995.1
PDT001507581.1,GCA_026592115.1
PDT001507665.1,GCA_026590755.1
PDT001426877.1,GCA_025245275.1
PDT001426896.1,GCA_025245805.1
PDT001563040.1,GCA_027710005.1
PDT001563434.1,
PDT001563322.1,GCA_027705985.1
PDT001564171.1,GCA_027700145.1
PDT001564139.1,GCA_027881205.1
PDT001564322.1,GCA_027696405.1
PDT001564007.1,GCA_027702445.1
PDT001559326.1,GCA_027824595.1
PDT001566148.1,GCA_027757205.1
PDT001563337.1,GCA_027705645.1
PDT001565127.1,GCA_027746325.1
PDT001565453.1,GCA_027742605.1
PDT001820322.1,GCA_030487285.1
PDT002091239.1,
PDT001561320.1,GCA_027643845.1
PDT001561666.1,GCA_027632065.1
PDT001562777.1,GCA_027868765.1
PDT001562698.1,GCA_027646585.1
PDT001562044.1,GCA_027718345.1
PDT001562577.1,GCA_027634105.1
PDT001601959.1,GCA_028457525.1
PDT001566190.1,GCA_027766925.1
PDT001566162.1,GCA_027776705.1
PDT001562849.1,GCA_027645025.1
PDT001566481.1,GCA_027761925.1
PDT001559378.1,GCA_027823375.1
PDT001250951.1,GCA_022239215.1
PDT001652332.1,GCA_029030365.1
PDT001643237.1,GCA_028971425.1
PDT001642927.1,GCA_028978185.1
PDT001644066.1,GCA_028951065.1
PDT001644737.1,GCA_028936545.1
PDT001643917.1,GCA_028953805.1
PDT001874228.1,GCA_031247955.1
PDT002013993.1,GCA_034043115.1
PDT001793248.1,GCA_030356655.1
PDT001694094.1,GCA_029813585.1
PDT001720209.1,GCA_029949575.1
PDT001828153.1,
PDT001773374.1,GCA_030244085.1
PDT001773471.1,GCA_030246295.1
PDT001949436.1,GCA_032909185.1
PDT001949384.1,GCA_032908145.1
PDT001949455.1,GCA_032909565.1
PDT001949469.1,GCA_032909845.1
PDT001836323.1,GCA_032026605.1
PDT001534303.1,GCA_027091815.1
PDT001836144.1,GCA_032032575.1
PDT001814117.1,GCA_032555635.1
PDT001835225.2,GCA_031777355.1
PDT001908204.1,GCA_032141535.1
PDT002139935.1,
PDT002111569.1,GCA_037118765.1
PDT002111578.1,GCA_037118965.1
PDT002038662.1,GCA_034507075.1
PDT002100190.1,GCA_037019155.1
PDT002074396.1,GCA_036421715.1
PDT002203899.1,
PDT002256783.1,
PDT002286611.1,
PDT002286629.1,
PDT002286737.1,
PDT001077818.1,GCA_019018825.1
PDT002287249.1,
PDT002286964.1,
PDT002286884.1,
PDT002286600.1,
PDT002339412.1,
PDT002339347.1,
PDT002340878.1,GCA_041451315.1
PDT000371231.2,GCA_003418385.1
PDT001554031.1,GCA_027525765.1
PDT001714319.1,
PDT001715133.1,
PDT001711693.1,GCA_033868055.1
PDT001714572.1,
PDT001715496.1,GCA_033779735.1
PDT001715715.1,GCA_033775635.1
PDT001713102.1,GCA_033823385.1
PDT001715275.1,
PDT001714017.1,
PDT001714149.1,
PDT001714596.1,
PDT001715145.1,
PDT001711808.1,GCA_032265185.1
PDT001715879.1,GCA_033772495.1
PDT001715073.1,
PDT000772608.2,GCA_903802435.1
PDT001715386.1,GCA_033781475.1
PDT001715345.1,GCA_032219725.1
PDT001712876.1,GCA_033825905.1
PDT001975831.1,GCA_033566695.1
PDT001453252.1,GCA_025701305.1
PDT001545986.1,GCA_027291265.1
PDT001532854.1,GCA_027121375.1
PDT001532427.1,GCA_027134935.1
PDT001532383.1,GCA_027135975.1
PDT001533054.1,GCA_027117515.1
PDT001532914.1,GCA_027120165.1
PDT000116247.2,GCA_900035785.1
PDT000117151.2,GCA_900040205.1
PDT000079829.2,GCA_001212745.1
PDT001516997.1,GCA_026747455.1
PDT000090436.2,GCA_001351815.1
PDT001598161.1,GCA_028365735.1
PDT001541397.1,GCA_027207205.1
PDT001553828.1,
PDT001509902.1,
PDT001553051.1,GCA_027547245.1
PDT001553651.1,
PDT001554988.1,GCA_027506665.1
PDT001553289.1,GCA_027531945.1
PDT001554247.1,GCA_027521445.1
PDT001555139.1,GCA_027503585.1
PDT001646283.1,
PDT001595833.1,
PDT001521435.1,GCA_026830145.1
PDT001567688.1,
PDT001567568.1,
PDT001540824.1,GCA_027194345.1
PDT001540346.1,GCA_027205765.1
PDT001540413.1,GCA_027203105.1
PDT001556138.1,GCA_027545585.1
PDT001595524.1,
PDT001595550.1,
PDT000202452.2,
PDT001669845.1,GCA_029414635.1
PDT000810953.1,
PDT000810784.1,
PDT000812280.1,
PDT000811342.1,
PDT000810406.1,
PDT000171175.2,GCA_900127985.1
PDT001328962.1,GCA_023706505.1
PDT001539113.1,GCA_027169465.1
PDT001668015.1,GCA_029403205.1
PDT001669745.1,GCA_029385475.1
PDT001669518.1,GCA_029389735.1
PDT001669602.1,GCA_029388055.1
PDT002131586.1,
PDT000083841.2,GCA_001290665.1
PDT001511019.1,GCA_026645075.1
PDT001511521.1,GCA_026633575.1
PDT000811573.1,GCA_015577515.1
PDT001529100.1,GCA_026950205.1
PDT001694987.1,GCA_030900785.1
PDT001713666.1,
PDT001538202.1,GCA_027151125.1
PDT001557073.1,
PDT001556962.1,
PDT001557010.1,
PDT000184771.2,GCA_015611865.2
PDT001579183.1,
PDT001589639.1,
PDT000791056.2,GCA_903807975.1
PDT001525829.1,
PDT001574103.1,
PDT001573938.1,
PDT001574157.1,
PDT001639388.1,GCA_028802515.1
PDT001710648.1,
PDT001710372.1,
PDT001710723.1,
PDT001710230.1,
PDT001710532.1,
PDT001562750.1,GCA_027635505.1
PDT001579284.1,GCA_027957585.1
PDT001337685.1,GCA_024019195.1
PDT001344640.1,
PDT001344648.1,
PDT001337383.1,
PDT001600521.1,GCA_028426525.1
PDT000921775.1,
PDT001192346.1,
PDT001192012.1,
PDT000886816.1,
PDT000886902.1,
PDT000886845.1,
PDT001191658.2,
PDT001600625.1,GCA_028422945.1
PDT001510089.1,
PDT001523859.1,
PDT000805074.2,GCA_903988575.1
PDT001696536.1,GCA_030889805.1
PDT001557252.1,GCA_027598445.1
PDT001557334.1,GCA_027599325.1
PDT001544677.1,
PDT001544788.1,
PDT001218000.1,GCA_021420195.1
PDT001559558.1,GCA_027819975.1
PDT001218126.1,GCA_021419285.1
PDT001539784.1,
PDT001540230.1,
PDT000810724.1,
PDT001540272.1,
PDT001539752.1,
PDT001539929.1,
PDT001561105.1,GCA_027722845.1
PDT001824965.1,GCA_032397445.1
PDT001576103.1,GCA_028003805.1
PDT001976301.1,GCA_033561015.1
PDT001976497.1,GCA_033525995.1
PDT001976647.1,GCA_033530635.1
PDT001828238.1,
PDT002031952.1,
PDT001834736.1,GCA_032300315.1
PDT001834726.1,GCA_032300475.1
PDT001720240.1,GCA_029950185.1
PDT001828219.1,
PDT001914402.1,GCA_032382715.1
PDT001961783.1,GCA_033167555.1
PDT002033637.1,
PDT002117718.1,GCA_963993355.1
PDT002117692.1,GCA_963993645.1
PDT002280728.1,
PDT001570028.1,GCA_028056115.1
PDT000531906.2,GCA_006364775.1
PDT001596675.1,GCA_028303585.1
PDT001516968.1,GCA_026747715.1
PDT001601904.1,GCA_028456875.1
PDT001508218.1,
PDT000298224.2,GCA_003011095.1
PDT001527786.1,
PDT001527951.1,
PDT001567409.1,
PDT001527846.1,
PDT001527845.1,
PDT001508489.2,GCA_026582845.2
PDT001600846.1,
PDT001539499.1,GCA_027165945.1
PDT001503609.1,GCA_026490225.1
PDT001503530.1,GCA_026491245.1
PDT001503562.1,GCA_026491265.1
PDT001503600.1,GCA_026489665.1
PDT001499640.4,GCA_026471945.1
PDT001500639.4,GCA_026501965.1
PDT001499995.5,GCA_026502085.1
PDT001499568.1,GCA_026421975.1
PDT001498900.1,GCA_026462325.1
PDT001590576.1,GCA_028154865.1
PDT001596279.1,GCA_028256185.1
PDT000066792.3,GCA_001019035.2
PDT001569078.1,GCA_027760565.1
PDT001519978.1,GCA_026851935.1
PDT001568937.1,GCA_027771925.1
PDT001568049.1,GCA_027787945.1
PDT001538302.1,GCA_027150385.1
PDT000210201.2,GCA_002125875.1
PDT000210166.2,GCA_002125175.1
PDT001508755.1,GCA_026605695.1
PDT000294185.2,GCA_002982675.1
PDT000294211.2,GCA_002983165.1
PDT001606986.1,
PDT001541298.1,
PDT001537017.1,GCA_027001245.1
PDT001599942.1,
